"Comparison","EventType","GeneSymbol","Chromosome","Strand","FDR","DeltaPSI"
"Pos_vs_Parental","SE","Myo9b","chr8","+",0.0199690370826566,0.168
"Pos_vs_Parental","SE","Tcf7l2","chr19","+",0.02138329801425,0.168
"Pos_vs_Parental","SE","Spag9","chr11","+",0.0320554566746996,0.168
"Pos_vs_Parental","SE","Slc25a3","chr10","-",0.0465149128204989,-0.168
"Pos_vs_Parental","A3SS","Plekhg2","chr7","-",1.1585349781486e-05,-0.167
"Pos_vs_Parental","A3SS","Ncor1","chr11","-",0.000126346489692961,-0.167
"Pos_vs_Parental","A5SS","Fbxl12","chr9","-",4.50759211792411e-06,-0.167
"Pos_vs_Parental","A5SS","Polrmt","chr10","-",0.0168455422245859,-0.167
"Pos_vs_Parental","MXE","Gm31816","chr9","-",0.00427852233774356,0.167
"Pos_vs_Parental","MXE","Slc7a7","chr14","-",0.0437142086930944,0.167
"Pos_vs_Parental","RI","Arglu1","chr8","-",0,-0.167
"Pos_vs_Parental","SE","Sult4a1","chr15","-",2.69343925895728e-12,0.167
"Pos_vs_Parental","SE","Mtf2","chr5","+",5.52649060073379e-12,-0.167
"Pos_vs_Parental","SE","Cstf2","chrX","+",3.0090896213522e-09,-0.167
"Pos_vs_Parental","SE","Mapt","chr11","+",1.84068639137306e-06,-0.167
"Pos_vs_Parental","SE","EU599041","chr7","+",6.14330168253398e-06,-0.167
"Pos_vs_Parental","SE","Slc66a2","chr18","+",0.00077265808175684,-0.167
"Pos_vs_Parental","SE","Plekhb1","chr7","-",0.00306202157361002,0.167
"Pos_vs_Parental","SE","Adgrb3","chr1","-",0.00915992216321967,-0.167
"Pos_vs_Parental","SE","Arhgef40","chr14","+",0.0190484496052214,-0.167
"Pos_vs_Parental","SE","Slc25a14","chrX","+",0.0244373112585981,-0.167
"Pos_vs_Parental","SE","Pikfyve","chr1","+",0.0274938260164556,0.167
"Pos_vs_Parental","SE","Pbld2","chr10","+",0.0389427118370901,-0.167
"Pos_vs_Parental","A5SS","Alkbh3","chr2","-",2.40332978704009e-06,0.166
"Pos_vs_Parental","MXE","BC065397","chrX","+",0.0281432914089372,-0.166
"Pos_vs_Parental","RI","Mars1","chr10","-",8.437694987188e-15,-0.166
"Pos_vs_Parental","RI","Arhgap4","chrX","-",0.0369306560746756,-0.166
"Pos_vs_Parental","SE","Calu","chr6","+",7.2380968321348e-13,-0.166
"Pos_vs_Parental","SE","Fam193b","chr13","-",3.52706147381082e-05,-0.166
"Pos_vs_Parental","SE","Gm12610","chr4","+",0.000562395495860597,-0.166
"Pos_vs_Parental","SE","Atp8b3","chr10","-",0.00404021948619805,-0.166
"Pos_vs_Parental","SE","Limk2","chr11","-",0.0136183589898682,-0.166
"Pos_vs_Parental","SE","Paox","chr7","+",0.0169637381994167,-0.166
"Pos_vs_Parental","SE","Tmem222","chr4","-",0.0243979894094775,-0.166
"Pos_vs_Parental","SE","Sacs","chr14","+",0.0455419660223283,0.166
"Pos_vs_Parental","A5SS","D16Ertd472e","chr16","-",0.0179052114251618,-0.165
"Pos_vs_Parental","MXE","Pvt1","chr15","+",0.00114734782469399,0.165
"Pos_vs_Parental","RI","D3Ertd751e","chr3","+",5.100608431175e-07,0.165
"Pos_vs_Parental","RI","Ccdc163","chr4","+",0.000598492950649376,-0.165
"Pos_vs_Parental","RI","Osgep","chr14","-",0.0043424083942958,-0.165
"Pos_vs_Parental","SE","Racgap1","chr15","-",0,-0.165
"Pos_vs_Parental","SE","Hnrnpa2b1","chr6","-",2.02694668392243e-09,-0.165
"Pos_vs_Parental","SE","Git2","chr5","-",1.10335478096785e-08,-0.165
"Pos_vs_Parental","SE","Ggt5","chr10","+",0.000251059822237387,-0.165
"Pos_vs_Parental","SE","Gm12610","chr4","+",0.0158418989840933,-0.165
"Pos_vs_Parental","SE","Gm19744","chr8","+",0.0333098753347684,-0.165
"Pos_vs_Parental","SE","Scel","chr14","+",0.036929135764511,-0.165
"Pos_vs_Parental","A5SS","Aftph","chr11","-",2.26742714918788e-07,-0.164
"Pos_vs_Parental","A5SS","Adamts10","chr17","+",0.0403513735451249,0.164
"Pos_vs_Parental","MXE","P4ha1","chr10","+",7.59170504241017e-13,0.164
"Pos_vs_Parental","MXE","Ehbp1l1","chr19","-",2.46964216774223e-05,0.164
"Pos_vs_Parental","MXE","Phf7","chr14","-",0.00163330060362122,0.164
"Pos_vs_Parental","MXE","Zbtb49","chr5","-",0.0115608654634606,-0.164
"Pos_vs_Parental","SE","Sh3glb1","chr3","-",1.57796556586004e-10,-0.164
"Pos_vs_Parental","SE","Prxl2c","chr13","-",3.19801903985779e-06,0.164
"Pos_vs_Parental","SE","P4ha1","chr10","+",8.28280277609755e-05,-0.164
"Pos_vs_Parental","SE","Lpp","chr16","+",0.00259210700976688,0.164
"Pos_vs_Parental","SE","Pcnx","chr12","+",0.00873957281480054,0.164
"Pos_vs_Parental","SE","Mettl17","chr14","+",0.0101770932992758,-0.164
"Pos_vs_Parental","SE","Tulp2","chr7","+",0.0312870732357171,-0.164
"Pos_vs_Parental","A3SS","Espl1","chr15","+",0.042607594370548,0.163
"Pos_vs_Parental","RI","Dnajc11","chr4","+",0.0256917933081188,-0.163
"Pos_vs_Parental","RI","Lsm5","chr6","-",0.0336314106940369,-0.163
"Pos_vs_Parental","RI","Fgfr3","chr5","+",0.0392776989050624,-0.163
"Pos_vs_Parental","SE","Cep170","chr1","-",6.76645641651693e-12,-0.163
"Pos_vs_Parental","SE","Pcbp3","chr10","-",7.57467863377302e-09,0.163
"Pos_vs_Parental","SE","Otos","chr1","-",0.00445260978868547,-0.163
"Pos_vs_Parental","SE","Dcun1d2","chr8","-",0.00930922020137709,0.163
"Pos_vs_Parental","SE","Tmod2","chr9","-",0.0312644560692971,0.163
"Pos_vs_Parental","MXE","Il15","chr8","-",1.13234664688182e-06,-0.162
"Pos_vs_Parental","MXE","Ilkap","chr1","-",0.0195742039844022,0.162
"Pos_vs_Parental","RI","Hsd17b8","chr17","-",1.30595151550882e-12,0.162
"Pos_vs_Parental","RI","Cenpt","chr8","-",0.0364471337516194,-0.162
"Pos_vs_Parental","SE","Dst","chr1","+",0,-0.162
"Pos_vs_Parental","SE","R3hdm2","chr10","+",0,0.162
"Pos_vs_Parental","SE","Thoc5","chr11","+",0,0.162
"Pos_vs_Parental","SE","Phf8","chrX","+",5.82565132619382e-05,-0.162
"Pos_vs_Parental","SE","Mrpl30","chr1","+",0.000251829402486045,0.162
"Pos_vs_Parental","SE","Usp37","chr1","-",0.000399232129861917,-0.162
"Pos_vs_Parental","SE","9430038I01Rik","chr7","-",0.0023290024372213,-0.162
"Pos_vs_Parental","A3SS","Slc4a1ap","chr5","+",0.000257833989477713,0.161
"Pos_vs_Parental","A5SS","Tmem161b","chr13","+",2.24586947678491e-09,0.161
"Pos_vs_Parental","A5SS","Zfp276","chr8","+",0.00618165328158248,-0.161
"Pos_vs_Parental","MXE","Rian","chr12","+",0.00139097448453324,-0.161
"Pos_vs_Parental","SE","Gripap1","chrX","+",0,-0.161
"Pos_vs_Parental","SE","Syngap1","chr17","+",6.06615071127103e-08,-0.161
"Pos_vs_Parental","SE","Slc25a53","chrX","-",1.97235780443901e-05,0.161
"Pos_vs_Parental","SE","Nxpe4","chr9","+",0.000221804670894746,0.161
"Pos_vs_Parental","SE","Itgav","chr2","+",0.00150611664762899,-0.161
"Pos_vs_Parental","SE","Slirp","chr12","+",0.0374274977182473,-0.161
"Pos_vs_Parental","SE","Lrrfip2","chr9","+",0.0430490208599834,-0.161
"Pos_vs_Parental","A3SS","Fbxw17","chr13","+",0.00760974330675554,0.16
"Pos_vs_Parental","A5SS","Ftx","chrX","-",0.00273385108308706,-0.16
"Pos_vs_Parental","MXE","Wdhd1","chr14","-",0.000513512252379072,0.16
"Pos_vs_Parental","MXE","Cdan1","chr2","-",0.00126114712640572,0.16
"Pos_vs_Parental","RI","Snx32","chr19","-",0.0023412283593655,-0.16
"Pos_vs_Parental","SE","Col7a1","chr9","+",3.47158990782136e-10,-0.16
"Pos_vs_Parental","SE","Slc35b4","chr6","-",2.42808243549289e-05,-0.16
"Pos_vs_Parental","SE","Ankrd6","chr4","-",0.000357949181969969,-0.16
"Pos_vs_Parental","SE","Mpp7","chr18","-",0.00103723031333238,0.16
"Pos_vs_Parental","SE","Gstk1","chr6","+",0.00345944472572664,-0.16
"Pos_vs_Parental","SE","Oxsr1","chr9","-",0.0165189082127152,0.16
"Pos_vs_Parental","SE","Tcf7l2","chr19","+",0.0391099382053929,0.16
"Pos_vs_Parental","A3SS","Klhl18","chr9","-",0.0164560327723481,0.159
"Pos_vs_Parental","A5SS","Fbxl19","chr7","+",2.37803837260486e-05,-0.159
"Pos_vs_Parental","MXE","Plekha6","chr1","+",3.2331851397603e-05,0.159
"Pos_vs_Parental","RI","Bend4","chr5","-",2.11504609381911e-07,-0.159
"Pos_vs_Parental","SE","Gtpbp6","chr5","-",2.01290237575617e-09,-0.159
"Pos_vs_Parental","SE","Smc6","chr12","+",1.69303382942244e-08,0.159
"Pos_vs_Parental","SE","Col16a1","chr4","+",7.41139779483175e-08,-0.159
"Pos_vs_Parental","SE","Bicra","chr7","-",0.00051811090979926,-0.159
"Pos_vs_Parental","SE","Il15ra","chr2","+",0.00253004899441553,0.159
"Pos_vs_Parental","SE","Bend5","chr4","+",0.0128674069013222,0.159
"Pos_vs_Parental","SE","Wnk4","chr11","+",0.0135126988879572,-0.159
"Pos_vs_Parental","SE","Nrxn2","chr19","+",0.0202547735468706,-0.159
"Pos_vs_Parental","A3SS","Arv1","chr8","+",4.13010905458807e-07,-0.158
"Pos_vs_Parental","A3SS","Glyr1","chr16","-",2.715044721209e-06,-0.158
"Pos_vs_Parental","A5SS","Zmynd8","chr2","-",0,-0.158
"Pos_vs_Parental","MXE","Calu","chr6","+",5.9934513492789e-14,0.158
"Pos_vs_Parental","MXE","Ccl25","chr8","+",1.94999722322055e-07,0.158
"Pos_vs_Parental","SE","Pigq","chr17","-",2.52250847565998e-12,-0.158
"Pos_vs_Parental","SE","Gba","chr3","+",5.52649060073379e-12,-0.158
"Pos_vs_Parental","SE","Pnpla6","chr8","+",1.46517821467858e-05,-0.158
"Pos_vs_Parental","SE","Tincr","chr17","-",6.38313611492324e-05,-0.158
"Pos_vs_Parental","SE","Ogfod2","chr5","+",0.00241530024506213,-0.158
"Pos_vs_Parental","SE","Gemin8","chrX","+",0.0180314590837754,0.158
"Pos_vs_Parental","SE","Carf","chr1","+",0.023493222015319,0.158
"Pos_vs_Parental","SE","Atp1b3","chr9","-",0.0337888415180265,-0.158
"Pos_vs_Parental","SE","Smpd5","chr15","+",0.0395823408372379,-0.158
"Pos_vs_Parental","A3SS","Gipr","chr7","-",9.20460406735068e-07,-0.157
"Pos_vs_Parental","A5SS","Lyl1","chr8","+",0.0372889011847202,-0.157
"Pos_vs_Parental","MXE","Lgals8","chr13","-",0.00131456570257084,-0.157
"Pos_vs_Parental","MXE","Gpatch2l","chr12","+",0.0216900991297771,-0.157
"Pos_vs_Parental","RI","Tesc","chr5","+",6.41465069040177e-09,0.157
"Pos_vs_Parental","SE","Grk2","chr19","-",0,-0.157
"Pos_vs_Parental","SE","Zmym3","chrX","-",0,-0.157
"Pos_vs_Parental","SE","Samhd1","chr2","-",0,-0.157
"Pos_vs_Parental","SE","Sipa1l2","chr8","-",6.38313611492324e-05,0.157
"Pos_vs_Parental","SE","Spata5l1","chr2","+",0.000111154817662421,-0.157
"Pos_vs_Parental","SE","Pcsk4","chr10","-",0.000318661703243936,0.157
"Pos_vs_Parental","SE","Oasl2","chr5","+",0.00262407004465354,-0.157
"Pos_vs_Parental","SE","Atxn2l","chr7","-",0.00355246284404989,-0.157
"Pos_vs_Parental","SE","Lman2l","chr1","-",0.0317585911897278,0.157
"Pos_vs_Parental","A3SS","Fubp1","chr3","+",0,-0.156
"Pos_vs_Parental","A3SS","Nup188","chr2","+",0.00143292848025116,-0.156
"Pos_vs_Parental","A5SS","Cep170","chr1","-",2.27689872052427e-07,-0.156
"Pos_vs_Parental","MXE","Mapt","chr11","+",7.08244469331872e-07,0.156
"Pos_vs_Parental","MXE","Cep170","chr1","-",2.69704798541576e-05,-0.156
"Pos_vs_Parental","RI","Stk25","chr1","-",0,-0.156
"Pos_vs_Parental","SE","Snx13","chr12","+",8.97576932367017e-08,0.156
"Pos_vs_Parental","SE","Plekha6","chr1","+",3.81143746070178e-07,0.156
"Pos_vs_Parental","SE","Srrt","chr5","-",4.89969856231007e-07,-0.156
"Pos_vs_Parental","SE","Smc6","chr12","+",7.77849873203138e-06,0.156
"Pos_vs_Parental","SE","Plch1","chr3","-",7.8652208403867e-06,0.156
"Pos_vs_Parental","SE","Dusp15","chr2","-",0.000498756895547311,-0.156
"Pos_vs_Parental","SE","Zfp936","chr7","+",0.00180500359869244,-0.156
"Pos_vs_Parental","SE","Sys1","chr2","+",0.0449526278135182,0.156
"Pos_vs_Parental","A3SS","Scyl2","chr10","-",0.000826341516362162,0.155
"Pos_vs_Parental","A3SS","Prrg2","chr7","-",0.0370407960775321,0.155
"Pos_vs_Parental","MXE","Fam53c","chr18","+",0.00402361606661538,0.155
"Pos_vs_Parental","RI","Hdac10","chr15","-",0.00390179695161639,-0.155
"Pos_vs_Parental","RI","Ager","chr17","+",0.0182680645244899,-0.155
"Pos_vs_Parental","RI","Ppif","chr14","+",0.0386346583054236,-0.155
"Pos_vs_Parental","SE","Tbc1d13","chr2","+",6.78763536026219e-12,-0.155
"Pos_vs_Parental","SE","Ppp4r1l-ps","chr2","-",3.37704658606847e-06,-0.155
"Pos_vs_Parental","SE","Rgs7","chr1","-",4.51726584513169e-06,0.155
"Pos_vs_Parental","SE","Mms22l","chr4","+",1.32540178536542e-05,0.155
"Pos_vs_Parental","SE","Camsap3","chr8","+",0.0108797651684664,-0.155
"Pos_vs_Parental","SE","Zfp317","chr9","+",0.0139756038199253,-0.155
"Pos_vs_Parental","A3SS","Syngap1","chr17","+",3.28957125742033e-05,0.154
"Pos_vs_Parental","RI","Agrn","chr4","-",0.000233047696470748,-0.154
"Pos_vs_Parental","RI","Matk","chr10","+",0.000273546181549599,0.154
"Pos_vs_Parental","SE","Cbarp","chr10","-",0,-0.154
"Pos_vs_Parental","SE","Got1l1","chr8","-",2.22908212355693e-10,-0.154
"Pos_vs_Parental","SE","Qrich1","chr9","+",3.57743257595405e-06,0.154
"Pos_vs_Parental","SE","Tmem234","chr4","+",1.58238775574529e-05,0.154
"Pos_vs_Parental","SE","Stk35","chr2","+",5.81443173539401e-05,-0.154
"Pos_vs_Parental","SE","Klc1","chr12","+",0.000160037126879157,0.154
"Pos_vs_Parental","SE","Pex5","chr6","-",0.000336218499461787,-0.154
"Pos_vs_Parental","SE","4833420G17Rik","chr13","+",0.00220369590099262,0.154
"Pos_vs_Parental","SE","Cnbd2","chr2","+",0.00854039767322631,-0.154
"Pos_vs_Parental","SE","Paip2","chr18","+",0.0143406848407775,-0.154
"Pos_vs_Parental","SE","Nbeal2","chr9","-",0.0310341818625146,-0.154
"Pos_vs_Parental","SE","Gpld1","chr13","+",0.0322791458371147,-0.154
"Pos_vs_Parental","A3SS","Anapc10","chr8","+",7.96294219127566e-07,-0.153
"Pos_vs_Parental","A3SS","Dennd6b","chr15","-",0.00446486664151635,-0.153
"Pos_vs_Parental","A5SS","Dlg1","chr16","+",1.82865756724972e-10,0.153
"Pos_vs_Parental","A5SS","Capn7","chr14","+",0.00752475539932645,-0.153
"Pos_vs_Parental","A5SS","Mbd4","chr6","-",0.0403513735451249,0.153
"Pos_vs_Parental","MXE","Erbin","chr13","-",3.91471693157432e-10,-0.153
"Pos_vs_Parental","SE","Usp45","chr4","+",1.02005083290265e-07,-0.153
"Pos_vs_Parental","SE","Cdk8","chr5","+",3.5025007525633e-06,0.153
"Pos_vs_Parental","SE","Bard1","chr1","-",3.94431111417342e-06,0.153
"Pos_vs_Parental","SE","Nipal3","chr4","-",2.03845803510113e-05,0.153
"Pos_vs_Parental","SE","Crlf2","chr5","-",0.000165791555142259,-0.153
"Pos_vs_Parental","SE","C7","chr15","-",0.00420360995311163,-0.153
"Pos_vs_Parental","SE","Rnf14","chr18","+",0.00938677907683888,-0.153
"Pos_vs_Parental","SE","Myo9a","chr9","+",0.0134667389688252,-0.153
"Pos_vs_Parental","SE","Bbof1","chr12","+",0.0491546354962767,-0.153
"Pos_vs_Parental","A5SS","Atxn2l","chr7","-",1.84634596117999e-08,-0.152
"Pos_vs_Parental","RI","Haghl","chr17","-",0.000850285865848096,-0.152
"Pos_vs_Parental","RI","Ebf4","chr2","+",0.00163241311817916,-0.152
"Pos_vs_Parental","SE","Gpbp1","chr13","-",5.0053279788322e-12,0.152
"Pos_vs_Parental","SE","2410002F23Rik","chr7","+",8.70418073129305e-11,0.152
"Pos_vs_Parental","SE","Dgkz","chr2","-",4.38670691185662e-07,-0.152
"Pos_vs_Parental","SE","Kidins220","chr12","+",2.95362368420932e-06,0.152
"Pos_vs_Parental","SE","Mapt","chr11","+",4.49553475872719e-06,0.152
"Pos_vs_Parental","SE","Tnrc18","chr5","-",2.5423405300001e-05,-0.152
"Pos_vs_Parental","SE","Arhgef10","chr8","+",0.000114883422208277,-0.152
"Pos_vs_Parental","SE","Xpo4","chr14","-",0.000122946455953211,-0.152
"Pos_vs_Parental","SE","Btrc","chr19","+",0.000417580588114848,0.152
"Pos_vs_Parental","SE","Zfp638","chr6","+",0.00185086473313166,-0.152
"Pos_vs_Parental","SE","Mapkap1","chr2","+",0.00393566862714895,0.152
"Pos_vs_Parental","SE","Pomgnt2","chr9","-",0.00426637764968789,0.152
"Pos_vs_Parental","A5SS","Birc6","chr17","+",0.00177726806691891,0.151
"Pos_vs_Parental","A5SS","Gm10419","chr5","+",0.00593418516660494,0.151
"Pos_vs_Parental","MXE","Prdm2","chr4","-",0.0120935698877722,0.151
"Pos_vs_Parental","RI","Cenpl","chr1","+",0.000232970458336873,0.151
"Pos_vs_Parental","RI","Trim65","chr11","-",0.00137365475057299,-0.151
"Pos_vs_Parental","SE","Ralgps2","chr1","-",0,-0.151
"Pos_vs_Parental","SE","Mrps17","chr5","+",3.13897056497055e-14,-0.151
"Pos_vs_Parental","SE","Tnrc6a","chr7","+",7.41139779483175e-08,-0.151
"Pos_vs_Parental","SE","Etv6","chr6","+",4.71597423114658e-05,-0.151
"Pos_vs_Parental","SE","Snx19","chr9","+",0.000136871884304084,-0.151
"Pos_vs_Parental","SE","2410124H12Rik","chr16","+",0.00263253452481482,-0.151
"Pos_vs_Parental","SE","Sun1","chr5","+",0.00332694451115597,0.151
"Pos_vs_Parental","SE","Plpbp","chr8","+",0.00369880766324836,-0.151
"Pos_vs_Parental","SE","Nxpe4","chr9","+",0.00570096953062247,0.151
"Pos_vs_Parental","SE","Tor1aip2","chr1","+",0.00632516012813351,0.151
"Pos_vs_Parental","SE","Plch2","chr4","-",0.0149652781689585,0.151
"Pos_vs_Parental","A3SS","Cyb561d1","chr3","-",0.0403344189007834,-0.15
"Pos_vs_Parental","A5SS","Rab3gap2","chr1","+",1.48324751766401e-08,-0.15
"Pos_vs_Parental","A5SS","Zfp184","chr13","+",0.00181118236056373,0.15
"Pos_vs_Parental","A5SS","Kcnn1","chr8","-",0.0327341409278513,-0.15
"Pos_vs_Parental","A5SS","1700028J19Rik","chr7","-",0.0394148791628909,-0.15
"Pos_vs_Parental","RI","Mbd3","chr10","-",2.54673365729408e-12,0.15
"Pos_vs_Parental","RI","Hip1r","chr5","+",0.0121423597988145,-0.15
"Pos_vs_Parental","SE","Klc1","chr12","+",2.69343925895728e-12,0.15
"Pos_vs_Parental","SE","Dedd","chr1","+",7.9739978061321e-12,0.15
"Pos_vs_Parental","SE","Acin1","chr14","-",8.09842922932222e-06,-0.15
"Pos_vs_Parental","SE","Ppp4r1l-ps","chr2","-",6.77305362617362e-05,-0.15
"Pos_vs_Parental","SE","Bnc2","chr4","-",8.28312764529383e-05,0.15
"Pos_vs_Parental","SE","Gstk1","chr6","+",0.00616066391491862,-0.15
"Pos_vs_Parental","SE","Htt","chr5","+",0.0128674069013222,-0.15
"Pos_vs_Parental","SE","Shroom1","chr11","+",0.0149995931049894,-0.15
"Pos_vs_Parental","A3SS","Cars2","chr8","-",1.28384281675043e-05,-0.149
"Pos_vs_Parental","A5SS","Tia1","chr6","+",0,-0.149
"Pos_vs_Parental","A5SS","Tedc2","chr17","-",2.695279896705e-14,-0.149
"Pos_vs_Parental","A5SS","Madd","chr2","-",0.00122673365236356,0.149
"Pos_vs_Parental","MXE","Gatad2a","chr8","-",1.42975156692943e-06,-0.149
"Pos_vs_Parental","RI","Cep250","chr2","+",1.20723588133376e-05,-0.149
"Pos_vs_Parental","RI","Tmem82","chr4","-",0.0422531288179133,0.149
"Pos_vs_Parental","SE","Mrps17","chr5","+",6.10355387630414e-14,-0.149
"Pos_vs_Parental","SE","Uspl1","chr5","+",1.60383519159947e-07,-0.149
"Pos_vs_Parental","SE","Slc9a5","chr8","+",5.23489470693099e-07,-0.149
"Pos_vs_Parental","SE","Mettl24","chr10","+",0.0434804285075908,-0.149
"Pos_vs_Parental","A3SS","Spaca6","chr17","+",0.00815476141369728,-0.148
"Pos_vs_Parental","A5SS","Sash1","chr10","-",4.32529322162416e-09,-0.148
"Pos_vs_Parental","MXE","Gas5","chr1","+",2.27751151271573e-13,0.148
"Pos_vs_Parental","MXE","Fam53c","chr18","+",0.00159159290937892,0.148
"Pos_vs_Parental","MXE","Zfp788","chr7","+",0.00560784184747316,0.148
"Pos_vs_Parental","RI","Snhg17","chr2","-",1.0792604900052e-08,-0.148
"Pos_vs_Parental","RI","Phf20l1","chr15","+",0.00356455574008288,-0.148
"Pos_vs_Parental","SE","Ccdc136","chr6","+",1.09896466421249e-06,-0.148
"Pos_vs_Parental","SE","9330188P03Rik","chr14","+",9.89575302218305e-05,-0.148
"Pos_vs_Parental","SE","Sec24c","chr14","+",0.00147049272551835,0.148
"Pos_vs_Parental","SE","Bcor","chrX","-",0.00222122832377015,0.148
"Pos_vs_Parental","SE","Dmtn","chr14","-",0.00514530038287651,-0.148
"Pos_vs_Parental","SE","Mllt10","chr2","+",0.0065594185112459,0.148
"Pos_vs_Parental","SE","Ube2k","chr5","+",0.0104709606279556,-0.148
"Pos_vs_Parental","SE","Rnf207","chr4","-",0.0111285642412321,-0.148
"Pos_vs_Parental","SE","Gpr19","chr6","-",0.0170348785446787,-0.148
"Pos_vs_Parental","SE","Clasp1","chr1","+",0.0197789675417942,0.148
"Pos_vs_Parental","SE","Rap1gap2","chr11","-",0.0236630531751169,0.148
"Pos_vs_Parental","SE","Xpo6","chr7","-",0.0300447947991917,0.148
"Pos_vs_Parental","SE","Lrrc49","chr9","-",0.0303663248323904,-0.148
"Pos_vs_Parental","A3SS","Phf20l1","chr15","+",0.000290945214575651,0.147
"Pos_vs_Parental","A5SS","Kansl2","chr15","-",0,-0.147
"Pos_vs_Parental","MXE","Zfp977","chr7","-",0.0325402956504969,0.147
"Pos_vs_Parental","SE","Bag6","chr17","+",5.77770677694356e-13,-0.147
"Pos_vs_Parental","SE","Cdk8","chr5","+",2.90743084907931e-07,0.147
"Pos_vs_Parental","SE","Cyrib","chr15","-",0.000334680036304387,0.147
"Pos_vs_Parental","SE","Ube2h","chr6","-",0.000615747366875657,0.147
"Pos_vs_Parental","SE","Piezo1","chr8","-",0.00571447968391214,-0.147
"Pos_vs_Parental","SE","Dcaf6","chr1","-",0.00650082472271803,-0.147
"Pos_vs_Parental","SE","Gm12610","chr4","+",0.00660533570820814,0.147
"Pos_vs_Parental","SE","Cep164","chr9","-",0.00832847910708409,-0.147
"Pos_vs_Parental","SE","Snap47","chr11","-",0.0133504884259183,-0.147
"Pos_vs_Parental","SE","Copg2","chr6","-",0.0327743426678463,0.147
"Pos_vs_Parental","A3SS","Snhg17","chr2","-",2.3892910533802e-08,-0.146
"Pos_vs_Parental","A3SS","Kif20b","chr19","+",0.00779253623082723,-0.146
"Pos_vs_Parental","A3SS","Espn","chr4","-",0.0180271420001619,-0.146
"Pos_vs_Parental","A3SS","Aktip","chr8","-",0.0222888612520104,0.146
"Pos_vs_Parental","MXE","Gprasp1","chrX","+",1.89778631186539e-07,-0.146
"Pos_vs_Parental","MXE","Pcsk4","chr10","-",0.00258753606383579,0.146
"Pos_vs_Parental","RI","Dennd6b","chr15","-",2.79140046240731e-07,-0.146
"Pos_vs_Parental","RI","Safb2","chr17","-",1.10142909781263e-05,0.146
"Pos_vs_Parental","RI","Thoc2","chrX","-",0.00199186815620198,-0.146
"Pos_vs_Parental","SE","Chd8","chr14","-",3.5459543347679e-12,-0.146
"Pos_vs_Parental","SE","Cyb5r2","chr7","-",3.56037041867952e-11,-0.146
"Pos_vs_Parental","SE","U2af1","chr17","-",1.32161787376965e-06,0.146
"Pos_vs_Parental","SE","Cers6","chr2","+",0.00015261431686225,-0.146
"Pos_vs_Parental","SE","Aamdc","chr7","-",0.000689097897275384,0.146
"Pos_vs_Parental","SE","Brsk2","chr7","+",0.000964330749843827,-0.146
"Pos_vs_Parental","SE","Ctso","chr3","+",0.00228540586761088,-0.146
"Pos_vs_Parental","SE","Dcun1d2","chr8","-",0.0112906191237681,0.146
"Pos_vs_Parental","SE","Dbh","chr2","+",0.0114783170626558,-0.146
"Pos_vs_Parental","SE","Als2cl","chr9","+",0.0200160179673266,-0.146
"Pos_vs_Parental","SE","Catsperg1","chr7","-",0.0308526479109749,0.146
"Pos_vs_Parental","SE","Zfp516","chr18","+",0.0346104590252402,0.146
"Pos_vs_Parental","A5SS","Hira","chr16","+",2.08876066388664e-08,-0.145
"Pos_vs_Parental","MXE","Snap91","chr9","-",0.0336608213802321,-0.145
"Pos_vs_Parental","MXE","Adssl1","chr12","+",0.0428160338128054,0.145
"Pos_vs_Parental","RI","Tia1","chr6","+",2.21917898198945e-10,-0.145
