Gene	Comparison	EventType	dPSI	FDR	Chromosome	Start	End	ExonLength	IGV_coordinate	IGV_narrow
Gm12610	Neg_vs_Parental	SE	0.324	0.00661	chr4	89255914	89256050	136	chr4:89255414-89256550	chr4:89255814-89256150
2310030G06Rik	Pos_vs_Neg	MXE	-0.324	0.0196	chr9	50652595	50653598	NA	chr9:50652095-50654098	chr9:50652495-50653698
Odf2l	Pos_vs_Neg	SE	-0.324	0.00356	chr3	144852523	144852682	159	chr3:144852023-144853182	chr3:144852423-144852782
Fign	Pos_vs_Parental	SE	0.324	3.21e-06	chr2	63858253	63858311	58	chr2:63857753-63858811	chr2:63858153-63858411
Gm46430	Pos_vs_Parental	SE	-0.324	0.0498	chr13	74731765	74731992	227	chr13:74731265-74732492	chr13:74731665-74732092
Rpl7a	KO_vs_Neg	SE	0.323	0.00112	chr2	26802304	26802457	153	chr2:26801804-26802957	chr2:26802204-26802557
Tmbim4	KO_vs_Neg	SE	-0.323	0.00337	chr10	120038006	120038100	94	chr10:120037506-120038600	chr10:120037906-120038200
Tm7sf2	KO_vs_Neg	SE	0.323	0.0137	chr19	6116340	6116444	104	chr19:6115840-6116944	chr19:6116240-6116544
Zfp27	KO_vs_Parental	A3SS	-0.323	0.00114	chr7	29603324	29603484	NA	chr7:29602824-29603984	chr7:29603224-29603584
Nptn	KO_vs_Parental	SE	0.323	0.000804	chr9	58547951	58548085	134	chr9:58547451-58548585	chr9:58547851-58548185
Agrn	Neg_vs_Parental	SE	0.323	0.0041	chr4	156253002	156253026	24	chr4:156252502-156253526	chr4:156252902-156253126
Fam161a	Pos_vs_Parental	A3SS	0.323	9.73e-05	chr11	22965654	22965884	NA	chr11:22965154-22966384	chr11:22965554-22965984
Zfp27	Pos_vs_Parental	A3SS	-0.323	0.000492	chr7	29603324	29603484	NA	chr7:29602824-29603984	chr7:29603224-29603584
Cenpf	Pos_vs_Parental	A5SS	-0.323	0.034	chr1	189417059	189417335	NA	chr1:189416559-189417835	chr1:189416959-189417435
Nptn	Pos_vs_Parental	SE	0.323	0.000471	chr9	58547951	58548085	134	chr9:58547451-58548585	chr9:58547851-58548185
Obscn	Pos_vs_Parental	SE	0.323	0.0477	chr11	58952249	58952513	264	chr11:58951749-58953013	chr11:58952149-58952613
Kcnc3	KO_vs_Neg	A3SS	-0.322	0.0167	chr7	44247804	44247999	NA	chr7:44247304-44248499	chr7:44247704-44248099
Ccdc33	KO_vs_Neg	A5SS	0.322	0.00963	chr9	57938338	57938545	NA	chr9:57937838-57939045	chr9:57938238-57938645
Ank2	KO_vs_Neg	SE	-0.322	0	chr3	126772904	126772916	12	chr3:126772404-126773416	chr3:126772804-126773016
D330050G23Rik	KO_vs_Neg	SE	-0.322	0.00637	chr2	116734522	116734703	181	chr2:116734022-116735203	chr2:116734422-116734803
Ccdc74a	KO_vs_Parental	MXE	0.322	0.00261	chr16	17465930	17467938	NA	chr16:17465430-17468438	chr16:17465830-17468038
Spocd1	KO_vs_Parental	MXE	-0.322	0.00283	chr4	129840604	129841298	NA	chr4:129840104-129841798	chr4:129840504-129841398
Wsb1	KO_vs_Parental	SE	-0.322	0	chr11	79134225	79134401	176	chr11:79133725-79134901	chr11:79134125-79134501
Paxip1	KO_vs_Parental	SE	-0.322	1.11e-08	chr5	27986419	27986483	64	chr5:27985919-27986983	chr5:27986319-27986583
Zfp638	KO_vs_Pos	SE	0.322	0.0494	chr6	83955003	83955069	66	chr6:83954503-83955569	chr6:83954903-83955169
Clk4	Neg_vs_Parental	SE	-0.322	0.00486	chr11	51158991	51159058	67	chr11:51158491-51159558	chr11:51158891-51159158
Luc7l2	Pos_vs_Parental	SE	-0.322	9.44e-06	chr6	38531914	38531998	84	chr6:38531414-38532498	chr6:38531814-38532098
Msh5	Pos_vs_Parental	SE	-0.322	9.86e-05	chr17	35261073	35261156	83	chr17:35260573-35261656	chr17:35260973-35261256
Zzz3	Pos_vs_Parental	SE	-0.322	0.0056	chr3	152152265	152152326	61	chr3:152151765-152152826	chr3:152152165-152152426
Iffo1	KO_vs_Neg	A3SS	0.321	0	chr6	125128757	125129734	NA	chr6:125128257-125130234	chr6:125128657-125129834
Gm12610	KO_vs_Neg	SE	-0.321	0.0389	chr4	89255914	89256050	136	chr4:89255414-89256550	chr4:89255814-89256150
Rsrc1	KO_vs_Parental	SE	-0.321	7.01e-06	chr3	66896366	66896494	128	chr3:66895866-66896994	chr3:66896266-66896594
Zfp869	KO_vs_Parental	SE	0.321	0.00349	chr8	70165926	70166015	89	chr8:70165426-70166515	chr8:70165826-70166115
Smim8	KO_vs_Pos	SE	-0.321	0.00176	chr4	34771873	34772053	180	chr4:34771373-34772553	chr4:34771773-34772153
Tpd52	Pos_vs_Neg	SE	-0.321	1.95e-11	chr3	9008610	9008637	27	chr3:9008110-9009137	chr3:9008510-9008737
Gm14167	Pos_vs_Parental	RI	-0.321	0.00188	chr2	151383342	151384391	NA	chr2:151382842-151384891	chr2:151383242-151384491
Cbx5	Pos_vs_Parental	SE	0.321	0.00143	chr15	103123448	103123552	104	chr15:103122948-103124052	chr15:103123348-103123652
Csnk1g1	KO_vs_Neg	SE	-0.32	0.000596	chr9	65828285	65828350	65	chr9:65827785-65828850	chr9:65828185-65828450
Tmem80	KO_vs_Neg	SE	-0.32	0.00192	chr7	140913550	140913644	94	chr7:140913050-140914144	chr7:140913450-140913744
Firre	KO_vs_Neg	SE	-0.32	0.00459	chrX	49695839	49695981	142	chrX:49695339-49696481	chrX:49695739-49696081
Csnk1g1	KO_vs_Pos	SE	-0.32	0.000745	chr9	65828285	65828350	65	chr9:65827785-65828850	chr9:65828185-65828450
Uqcc1	Neg_vs_Parental	SE	0.32	0.0414	chr2	155751272	155751345	73	chr2:155750772-155751845	chr2:155751172-155751445
4933431E20Rik	Neg_vs_Parental	SE	-0.32	0.0499	chr3	107801904	107801972	68	chr3:107801404-107802472	chr3:107801804-107802072
P3h1	Pos_vs_Parental	SE	-0.32	0.000571	chr4	119096902	119096958	56	chr4:119096402-119097458	chr4:119096802-119097058
Wnt11	KO_vs_Neg	A5SS	-0.319	0.00114	chr7	98496380	98496658	NA	chr7:98495880-98497158	chr7:98496280-98496758
ENSMUSG00000121319	KO_vs_Neg	SE	0.319	0.00313	chr12	20964759	20964842	83	chr12:20964259-20965342	chr12:20964659-20964942
Ppfia1	KO_vs_Neg	SE	-0.319	0.00949	chr7	144042427	144042454	27	chr7:144041927-144042954	chr7:144042327-144042554
Lcor	KO_vs_Neg	SE	0.319	0.0115	chr19	41544046	41544140	94	chr19:41543546-41544640	chr19:41543946-41544240
Rsrc1	KO_vs_Pos	SE	-0.319	0.000142	chr3	66896366	66896494	128	chr3:66895866-66896994	chr3:66896266-66896594
Gm3667	KO_vs_Pos	SE	0.319	0.00259	chr14	15594319	15594455	136	chr14:15593819-15594955	chr14:15594219-15594555
Slc38a6	Neg_vs_Parental	SE	0.319	0.00253	chr12	73390442	73390522	80	chr12:73389942-73391022	chr12:73390342-73390622
Sgms1	Neg_vs_Parental	SE	-0.319	0.0225	chr19	32134865	32135077	212	chr19:32134365-32135577	chr19:32134765-32135177
Bak1	Pos_vs_Neg	SE	-0.319	0	chr17	27240636	27240656	20	chr17:27240136-27241156	chr17:27240536-27240756
Lysmd4	Pos_vs_Neg	SE	-0.319	4.17e-07	chr7	66874123	66874149	26	chr7:66873623-66874649	chr7:66874023-66874249
Dync2h1	Pos_vs_Neg	SE	-0.319	4.39e-06	chr9	7045348	7045369	21	chr9:7044848-7045869	chr9:7045248-7045469
Snap91	Pos_vs_Neg	SE	0.319	0.00895	chr9	86675409	86675517	108	chr9:86674909-86676017	chr9:86675309-86675617
Plekha4	Pos_vs_Neg	SE	-0.319	0.0246	chr7	45202992	45203105	113	chr7:45202492-45203605	chr7:45202892-45203205
Kcnh6	Pos_vs_Parental	A3SS	-0.319	0.0262	chr11	105916513	105916704	NA	chr11:105916013-105917204	chr11:105916413-105916804
Myl6	Pos_vs_Parental	RI	-0.319	0	chr10	128326729	128328005	NA	chr10:128326229-128328505	chr10:128326629-128328105
Catsperg1	Pos_vs_Parental	SE	0.319	1.04e-05	chr7	28906229	28906374	145	chr7:28905729-28906874	chr7:28906129-28906474
1110017D15Rik	Pos_vs_Parental	SE	-0.319	0.00528	chr4	41507093	41507328	235	chr4:41506593-41507828	chr4:41506993-41507428
Cstf2	KO_vs_Neg	RI	-0.318	5.74e-11	chrX	132970593	132974026	NA	chrX:132970093-132974526	chrX:132970493-132974126
Pvt1	KO_vs_Neg	SE	-0.318	0.0137	chr15	62085660	62085748	88	chr15:62085160-62086248	chr15:62085560-62085848
Irak1	KO_vs_Neg	SE	-0.318	0.0461	chrX	73065790	73065855	65	chrX:73065290-73066355	chrX:73065690-73065955
0610038B21Rik	KO_vs_Parental	A5SS	0.318	1.6e-05	chr8	78244743	78244883	NA	chr8:78244243-78245383	chr8:78244643-78244983
Tnip1	KO_vs_Parental	SE	-0.318	1.15e-05	chr11	54846846	54847004	158	chr11:54846346-54847504	chr11:54846746-54847104
8030453O22Rik	KO_vs_Parental	SE	0.318	0.00137	chr6	39506382	39506456	74	chr6:39505882-39506956	chr6:39506282-39506556
Lrch3	KO_vs_Pos	SE	-0.318	8.57e-08	chr16	32829558	32829806	248	chr16:32829058-32830306	chr16:32829458-32829906
Spdya	Neg_vs_Parental	SE	-0.318	0.0033	chr17	71863234	71863484	250	chr17:71862734-71863984	chr17:71863134-71863584
Pparg	Neg_vs_Parental	SE	-0.318	0.0075	chr6	115384202	115384281	79	chr6:115383702-115384781	chr6:115384102-115384381
Tmod2	Neg_vs_Parental	SE	-0.318	0.0133	chr9	75517810	75517961	151	chr9:75517310-75518461	chr9:75517710-75518061
Limk2	Pos_vs_Parental	MXE	0.318	0.0118	chr11	3311020	3311825	NA	chr11:3310520-3312325	chr11:3310920-3311925
Sh3yl1	Pos_vs_Parental	RI	0.318	5.08e-06	chr12	30991965	30992867	NA	chr12:30991465-30993367	chr12:30991865-30992967
Crem	KO_vs_Neg	A3SS	0.317	0.0113	chr18	3276693	3276775	NA	chr18:3276193-3277275	chr18:3276593-3276875
Bin1	KO_vs_Neg	SE	-0.317	9.68e-11	chr18	32562752	32562776	24	chr18:32562252-32563276	chr18:32562652-32562876
Dennd1a	KO_vs_Parental	MXE	0.317	3.91e-07	chr2	37873071	38049862	NA	chr2:37872571-38050362	chr2:37872971-38049962
Platr26	KO_vs_Parental	MXE	-0.317	0.0341	chr2	71553636	71560199	NA	chr2:71553136-71560699	chr2:71553536-71560299
Synj1	KO_vs_Parental	SE	0.317	0.00521	chr16	90744953	90745001	48	chr16:90744453-90745501	chr16:90744853-90745101
Cnot2	KO_vs_Pos	SE	0.317	0.00415	chr10	116384937	116385010	73	chr10:116384437-116385510	chr10:116384837-116385110
Cfap410	Neg_vs_Parental	SE	-0.317	6.66e-05	chr10	77815586	77815885	299	chr10:77815086-77816385	chr10:77815486-77815985
Vdac3	Pos_vs_Neg	MXE	-0.317	0	chr8	23077568	23078810	NA	chr8:23077068-23079310	chr8:23077468-23078910
Smarce1	Pos_vs_Neg	MXE	0.317	0.0077	chr11	99115546	99119374	NA	chr11:99115046-99119874	chr11:99115446-99119474
Myo9b	Pos_vs_Neg	SE	0.317	0.000191	chr8	71791550	71791664	114	chr8:71791050-71792164	chr8:71791450-71791764
Klhl4	Pos_vs_Parental	A5SS	0.317	0.0337	chrX	113452698	113452885	NA	chrX:113452198-113453385	chrX:113452598-113452985
Washc3	Pos_vs_Parental	SE	-0.317	0.0498	chr10	88049040	88049153	113	chr10:88048540-88049653	chr10:88048940-88049253
Ank3	KO_vs_Neg	SE	-0.316	5.78e-13	chr10	69816653	69816680	27	chr10:69816153-69817180	chr10:69816553-69816780
Rffl	KO_vs_Parental	SE	-0.316	0.00146	chr11	82724906	82725105	199	chr11:82724406-82725605	chr11:82724806-82725205
Triobp	KO_vs_Parental	SE	-0.316	0.0261	chr15	78862813	78862951	138	chr15:78862313-78863451	chr15:78862713-78863051
Uba7	KO_vs_Pos	RI	0.316	5.12e-05	chr9	107856592	107856890	NA	chr9:107856092-107857390	chr9:107856492-107856990
Plekha6	KO_vs_Pos	SE	-0.316	0	chr1	133202530	133202617	87	chr1:133202030-133203117	chr1:133202430-133202717
Psme3ip1	KO_vs_Pos	SE	-0.316	0.0138	chr8	95318196	95318330	134	chr8:95317696-95318830	chr8:95318096-95318430
Matn2	Neg_vs_Parental	A3SS	-0.316	0.00197	chr15	34433178	34433313	NA	chr15:34432678-34433813	chr15:34433078-34433413
Gm5535	Neg_vs_Parental	SE	0.316	0.000378	chr2	144016446	144016664	218	chr2:144015946-144017164	chr2:144016346-144016764
C530043A13Rik	Neg_vs_Parental	SE	0.316	0.00456	chr1	73567883	73568093	210	chr1:73567383-73568593	chr1:73567783-73568193
Platr14	Pos_vs_Neg	A5SS	0.316	0.00431	chr2	104389526	104389829	NA	chr2:104389026-104390329	chr2:104389426-104389929
Gm14399	Pos_vs_Neg	SE	-0.316	0.00339	chr2	174974721	174974782	61	chr2:174974221-174975282	chr2:174974621-174974882
Swt1	Pos_vs_Parental	SE	0.316	0.000198	chr1	151288541	151288597	56	chr1:151288041-151289097	chr1:151288441-151288697
Ppp4r1l-ps	Pos_vs_Parental	SE	-0.316	0.0249	chr2	173446298	173446390	92	chr2:173445798-173446890	chr2:173446198-173446490
Tmem87b	KO_vs_Neg	SE	-0.315	0.000491	chr2	128681067	128681174	107	chr2:128680567-128681674	chr2:128680967-128681274
Slc22a17	KO_vs_Neg	SE	-0.315	0.0422	chr14	55145342	55145823	481	chr14:55144842-55146323	chr14:55145242-55145923
Crtc1	KO_vs_Pos	SE	-0.315	1.62e-06	chr8	70855080	70855175	95	chr8:70854580-70855675	chr8:70854980-70855275
Snrpa1	Neg_vs_Parental	RI	-0.315	0	chr7	65719171	65720413	NA	chr7:65718671-65720913	chr7:65719071-65720513
Mnat1	Neg_vs_Parental	SE	-0.315	1.91e-05	chr12	73225978	73226082	104	chr12:73225478-73226582	chr12:73225878-73226182
Sgce	Neg_vs_Parental	SE	-0.315	0.00243	chr6	4711307	4711380	73	chr6:4710807-4711880	chr6:4711207-4711480
Nufip2	Neg_vs_Parental	SE	0.315	0.0121	chr11	77579112	77579157	45	chr11:77578612-77579657	chr11:77579012-77579257
Dok3	Pos_vs_Neg	RI	-0.315	0.0049	chr13	55675144	55676367	NA	chr13:55674644-55676867	chr13:55675044-55676467
Ift46	Pos_vs_Neg	SE	0.315	0.0017	chr9	44685479	44685528	49	chr9:44684979-44686028	chr9:44685379-44685628
Dleu2	Pos_vs_Neg	SE	0.315	0.0119	chr14	61851614	61851720	106	chr14:61851114-61852220	chr14:61851514-61851820
Ppp4r1l-ps	Pos_vs_Neg	SE	-0.315	0.036	chr2	173448934	173449122	188	chr2:173448434-173449622	chr2:173448834-173449222
Dleu2	KO_vs_Neg	A5SS	-0.314	0.0352	chr14	61885930	61886236	NA	chr14:61885430-61886736	chr14:61885830-61886336
Rgs11	KO_vs_Neg	RI	0.314	0.00133	chr17	26422269	26422486	NA	chr17:26421769-26422986	chr17:26422169-26422586
Zfp78	KO_vs_Neg	SE	-0.314	0.00225	chr7	6373957	6374104	147	chr7:6373457-6374604	chr7:6373857-6374204
Meg3	KO_vs_Neg	SE	-0.314	0.0163	chr12	109515913	109516014	101	chr12:109515413-109516514	chr12:109515813-109516114
4930517G24Rik	KO_vs_Parental	A3SS	0.314	0.0374	chr8	107944106	107944344	NA	chr8:107943606-107944844	chr8:107944006-107944444
N4bp2l1	KO_vs_Parental	SE	0.314	0.00965	chr5	150500636	150500764	128	chr5:150500136-150501264	chr5:150500536-150500864
2610307P16Rik	KO_vs_Pos	MXE	-0.314	0.011	chr13	28895099	28914486	NA	chr13:28894599-28914986	chr13:28894999-28914586
Zcrb1	KO_vs_Pos	SE	-0.314	0.00216	chr15	93293467	93293496	29	chr15:93292967-93293996	chr15:93293367-93293596
Tafazzin	Neg_vs_Parental	SE	-0.314	3.99e-10	chrX	73332589	73332625	36	chrX:73332089-73333125	chrX:73332489-73332725
Tpd52	Neg_vs_Parental	SE	0.314	4.42e-07	chr3	9008610	9008637	27	chr3:9008110-9009137	chr3:9008510-9008737
Hdnr	Pos_vs_Neg	SE	0.314	9.07e-05	chr8	57791917	57791982	65	chr8:57791417-57792482	chr8:57791817-57792082
Upp1	KO_vs_Neg	SE	0.313	0.00119	chr11	9068630	9068660	30	chr11:9068130-9069160	chr11:9068530-9068760
Mapkapk3	KO_vs_Neg	SE	0.313	0.00225	chr9	107139621	107139686	65	chr9:107139121-107140186	chr9:107139521-107139786
Nrcam	KO_vs_Neg	SE	0.313	0.00254	chr12	44631617	44631770	153	chr12:44631117-44632270	chr12:44631517-44631870
Ikbkg	KO_vs_Parental	A5SS	-0.313	0.0035	chrX	73471367	73471508	NA	chrX:73470867-73472008	chrX:73471267-73471608
Bzw2	KO_vs_Pos	SE	-0.313	5.43e-05	chr12	36189128	36189244	116	chr12:36188628-36189744	chr12:36189028-36189344
Yars	Neg_vs_Parental	SE	0.313	4.87e-05	chr4	129090905	129091081	176	chr4:129090405-129091581	chr4:129090805-129091181
Prr33	Neg_vs_Parental	SE	0.313	0.0015	chr7	142050611	142050708	97	chr7:142050111-142051208	chr7:142050511-142050808
Pcsk4	Neg_vs_Parental	SE	-0.313	0.00541	chr10	80159316	80159434	118	chr10:80158816-80159934	chr10:80159216-80159534
Fkbp11	Pos_vs_Neg	RI	-0.313	0.00651	chr15	98624364	98625179	NA	chr15:98623864-98625679	chr15:98624264-98625279
Add1	Pos_vs_Neg	SE	-0.313	0	chr5	34786482	34786516	34	chr5:34785982-34787016	chr5:34786382-34786616
Sema4a	Pos_vs_Parental	A3SS	-0.313	0.00241	chr3	88358651	88358804	NA	chr3:88358151-88359304	chr3:88358551-88358904
Fer	Pos_vs_Parental	MXE	-0.313	0.0456	chr17	64248577	64264312	NA	chr17:64248077-64264812	chr17:64248477-64264412
Zfp661	Pos_vs_Parental	SE	-0.313	0.000117	chr2	127423778	127423995	217	chr2:127423278-127424495	chr2:127423678-127424095
Pomgnt2	Pos_vs_Parental	SE	0.313	0.0165	chr9	121824132	121824179	47	chr9:121823632-121824679	chr9:121824032-121824279
Cfap410	KO_vs_Neg	SE	0.312	0.000123	chr10	77815586	77815885	299	chr10:77815086-77816385	chr10:77815486-77815985
Cenph	KO_vs_Neg	SE	0.312	0.0237	chr13	100900057	100900109	52	chr13:100899557-100900609	chr13:100899957-100900209
Mcf2l	KO_vs_Parental	RI	-0.312	3.85e-05	chr8	13068695	13070505	NA	chr8:13068195-13071005	chr8:13068595-13070605
Tafazzin	KO_vs_Parental	SE	-0.312	4.86e-11	chrX	73332534	73332625	91	chrX:73332034-73333125	chrX:73332434-73332725
Nipal2	KO_vs_Parental	SE	-0.312	1.45e-05	chr15	34600160	34600257	97	chr15:34599660-34600757	chr15:34600060-34600357
Cfap54	KO_vs_Parental	SE	-0.312	0.00872	chr10	92871280	92871415	135	chr10:92870780-92871915	chr10:92871180-92871515
Ckmt1	KO_vs_Pos	A3SS	-0.312	7.22e-05	chr2	121189225	121189482	NA	chr2:121188725-121189982	chr2:121189125-121189582
Ago4	KO_vs_Pos	SE	0.312	0.000408	chr4	126405518	126405647	129	chr4:126405018-126406147	chr4:126405418-126405747
Duxbl1	KO_vs_Pos	SE	-0.312	0.00607	chr14	25980743	25980945	202	chr14:25980243-25981445	chr14:25980643-25981045
Sft2d1	KO_vs_Pos	SE	-0.312	0.00902	chr17	8537675	8537762	87	chr17:8537175-8538262	chr17:8537575-8537862
Ago4	Pos_vs_Neg	SE	-0.312	0.000338	chr4	126405518	126405647	129	chr4:126405018-126406147	chr4:126405418-126405747
Luc7l2	Pos_vs_Neg	SE	-0.312	0.000552	chr6	38531914	38531998	84	chr6:38531414-38532498	chr6:38531814-38532098
St7	Pos_vs_Neg	SE	0.312	0.00509	chr6	17921987	17922123	136	chr6:17921487-17922623	chr6:17921887-17922223
Pak6	Pos_vs_Parental	RI	-0.312	0.000274	chr2	118524347	118525121	NA	chr2:118523847-118525621	chr2:118524247-118525221
Kif6	Pos_vs_Parental	SE	-0.312	3.61e-05	chr17	50198717	50198853	136	chr17:50198217-50199353	chr17:50198617-50198953
Ago4	Pos_vs_Parental	SE	-0.312	0.000178	chr4	126405518	126405647	129	chr4:126405018-126406147	chr4:126405418-126405747
Cux2	Pos_vs_Parental	SE	0.312	0.000315	chr5	122181832	122181907	75	chr5:122181332-122182407	chr5:122181732-122182007
Mx1	Pos_vs_Parental	SE	-0.312	0.0498	chr16	97263898	97263970	72	chr16:97263398-97264470	chr16:97263798-97264070
Platr26	KO_vs_Parental	MXE	-0.311	0.0396	chr2	71553731	71560199	NA	chr2:71553231-71560699	chr2:71553631-71560299
Ccdc62	KO_vs_Parental	SE	0.311	2.64e-05	chr5	124089814	124089930	116	chr5:124089314-124090430	chr5:124089714-124090030
Prpf38b	KO_vs_Pos	A5SS	0.311	0.000746	chr3	108815641	108815720	NA	chr3:108815141-108816220	chr3:108815541-108815820
Trmt6	KO_vs_Pos	RI	0.311	0.0033	chr2	132646126	132648919	NA	chr2:132645626-132649419	chr2:132646026-132649019
Inpp5j	Neg_vs_Parental	RI	-0.311	6.37e-05	chr11	3451045	3451428	NA	chr11:3450545-3451928	chr11:3450945-3451528
Gsap	Neg_vs_Parental	RI	-0.311	0.0436	chr5	21475553	21476246	NA	chr5:21475053-21476746	chr5:21475453-21476346
Spdya	Neg_vs_Parental	SE	0.311	0.0101	chr17	71865615	71865674	59	chr17:71865115-71866174	chr17:71865515-71865774
Rasgef1b	Pos_vs_Neg	A3SS	-0.311	0.0458	chr5	99382334	99382550	NA	chr5:99381834-99383050	chr5:99382234-99382650
Trmt6	Pos_vs_Neg	RI	-0.311	0.00555	chr2	132646126	132648919	NA	chr2:132645626-132649419	chr2:132646026-132649019
Cbx5	Pos_vs_Parental	SE	0.311	0.00129	chr15	103123448	103123548	100	chr15:103122948-103124048	chr15:103123348-103123648
Slc37a3	Pos_vs_Parental	SE	-0.311	0.0278	chr6	39349780	39349861	81	chr6:39349280-39350361	chr6:39349680-39349961
Cdc42se2	Pos_vs_Parental	SE	0.311	0.0457	chr11	54646651	54646750	99	chr11:54646151-54647250	chr11:54646551-54646850
2410002F23Rik	KO_vs_Neg	RI	0.31	0	chr7	43896674	43897719	NA	chr7:43896174-43898219	chr7:43896574-43897819
Trrap	KO_vs_Neg	SE	-0.31	0	chr5	144746960	144747014	54	chr5:144746460-144747514	chr5:144746860-144747114
Sae1	KO_vs_Neg	SE	-0.31	0.00209	chr7	16104211	16104385	174	chr7:16103711-16104885	chr7:16104111-16104485
Ank1	KO_vs_Neg	SE	-0.31	0.0173	chr8	23621453	23621570	117	chr8:23620953-23622070	chr8:23621353-23621670
Snhg17	KO_vs_Neg	SE	0.31	0.0227	chr2	158200124	158200260	136	chr2:158199624-158200760	chr2:158200024-158200360
Card14	KO_vs_Parental	SE	-0.31	0.0228	chr11	119233968	119234090	122	chr11:119233468-119234590	chr11:119233868-119234190
Wdr25	KO_vs_Parental	SE	-0.31	0.0339	chr12	108862817	108862985	168	chr12:108862317-108863485	chr12:108862717-108863085
Adam8	KO_vs_Pos	RI	-0.31	0.016	chr7	139567091	139567650	NA	chr7:139566591-139568150	chr7:139566991-139567750
Cdc14b	Neg_vs_Parental	SE	0.31	0.0309	chr13	64353084	64353231	147	chr13:64352584-64353731	chr13:64352984-64353331
Shank2	Pos_vs_Neg	SE	-0.31	0.00307	chr7	143950374	143950383	9	chr7:143949874-143950883	chr7:143950274-143950483
Tbc1d31	Pos_vs_Neg	SE	0.31	0.0036	chr15	57786352	57786531	179	chr15:57785852-57787031	chr15:57786252-57786631
2410002F23Rik	Pos_vs_Parental	RI	-0.31	0	chr7	43896674	43897719	NA	chr7:43896174-43898219	chr7:43896574-43897819
Prpf4b	Pos_vs_Parental	SE	-0.31	0	chr13	35083297	35083438	141	chr13:35082797-35083938	chr13:35083197-35083538
Ppp2r3d	KO_vs_Neg	A3SS	0.309	0.000162	chr9	124202110	124204759	NA	chr9:124201610-124205259	chr9:124202010-124204859
Zmynd8	KO_vs_Neg	SE	-0.309	0	chr2	165694787	165694799	12	chr2:165694287-165695299	chr2:165694687-165694899
Synj1	KO_vs_Neg	SE	-0.309	2.88e-08	chr16	90746586	90746625	39	chr16:90746086-90747125	chr16:90746486-90746725
Mrpl4	KO_vs_Neg	SE	-0.309	0.00124	chr9	20918623	20918836	213	chr9:20918123-20919336	chr9:20918523-20918936
AI480526	KO_vs_Neg	SE	-0.309	0.00485	chr5	123272686	123272780	94	chr5:123272186-123273280	chr5:123272586-123272880
Mindy3	KO_vs_Parental	SE	-0.309	0.0247	chr2	12391419	12391490	71	chr2:12390919-12391990	chr2:12391319-12391590
Trpm3	KO_vs_Pos	A5SS	0.309	0.00174	chr19	22903259	22903470	NA	chr19:22902759-22903970	chr19:22903159-22903570
Psme3ip1	KO_vs_Pos	SE	-0.309	6.41e-05	chr8	95323678	95323736	58	chr8:95323178-95324236	chr8:95323578-95323836
Catsperg1	KO_vs_Pos	SE	0.309	0.00171	chr7	28889637	28890060	423	chr7:28889137-28890560	chr7:28889537-28890160
Paip2	Neg_vs_Parental	SE	-0.309	3.17e-06	chr18	35741790	35741872	82	chr18:35741290-35742372	chr18:35741690-35741972
Gm32085	Pos_vs_Parental	A5SS	-0.309	0.00384	chr3	152413486	152414250	NA	chr3:152412986-152414750	chr3:152413386-152414350
Slc38a6	Pos_vs_Parental	SE	0.309	0.0129	chr12	73390442	73390522	80	chr12:73389942-73391022	chr12:73390342-73390622
Adam33	KO_vs_Neg	RI	0.308	0.0235	chr2	130894961	130895508	NA	chr2:130894461-130896008	chr2:130894861-130895608
Ikzf2	KO_vs_Parental	A5SS	-0.308	0.00305	chr1	69616939	69617206	NA	chr1:69616439-69617706	chr1:69616839-69617306
Lrrfip2	KO_vs_Parental	MXE	0.308	0.00214	chr9	110996267	111011955	NA	chr9:110995767-111012455	chr9:110996167-111012055
Ppfia2	KO_vs_Pos	A3SS	0.308	0.00102	chr10	106701107	106701262	NA	chr10:106700607-106701762	chr10:106701007-106701362
Hand2os1	Neg_vs_Parental	SE	0.308	0.00032	chr8	57771440	57771482	42	chr8:57770940-57771982	chr8:57771340-57771582
Tlcd3b	Pos_vs_Neg	A3SS	0.308	0.00321	chr7	126418995	126419126	NA	chr7:126418495-126419626	chr7:126418895-126419226
Tcf7l2	KO_vs_Neg	SE	-0.307	1.69e-06	chr19	55916161	55916186	25	chr19:55915661-55916686	chr19:55916061-55916286
