Supplementary Table 18:,"Enrichment score (ES) of A complex formation performed under control condition (CTR).for variants in libraries T1, T2. Missing values are reported as NA. ",Unnamed: 2
pteropus_vampyrus-HsaEX0051317,1.73,T2
pteropus_vampyrus-HsaEX0051317-int-hsa,1.21,T2
pteropus_vampyrus-HsaEX0051317-ss5-hsa,1.65,T2
pteropus_vampyrus-HsaEX0051317-TGC3mutTAC,0.59,T2
pteropus_vampyrus-HsaEX0057701,0.81,T2
pteropus_vampyrus-HsaEX0057701-full,0.75,T2
pteropus_vampyrus-HsaEX0057701-full-int-hsa,1.08,T2
pteropus_vampyrus-HsaEX0057701-full-ss5-hsa,1.14,T2
pteropus_vampyrus-HsaEX0057701-int-hsa,1.19,T2
pteropus_vampyrus-HsaEX0057701-intss5-hsa,0.88,T2
pteropus_vampyrus-HsaEX0057701-ss5-hsa,1.05,T2
pteropus_vampyrus-HsaEX0057701-TGC2mutTAC,0.55,T2
pteropus_vampyrus-HsaEX0058030,0.6,T2
pteropus_vampyrus-HsaEX0058030-int-hsa,0.58,T2
pteropus_vampyrus-HsaEX0058030-ss5-hsa,0.46,T2
pteropus_vampyrus-HsaEX0058030-TGC1mutTAC,0.75,T2
pteropus_vampyrus-HsaEX0063412,0.08,T2
pteropus_vampyrus-HsaEX0063412-int-hsa,0.2,T2
pteropus_vampyrus-HsaEX0063412-ss5-hsa,0.14,T2
pteropus_vampyrus-HsaEX0063412-TGC2mutTAC,0.14,T2
pteropus_vampyrus-HsaEX0067208,1.22,T2
pteropus_vampyrus-HsaEX0067208-TGC1mutTAC,0.81,T2
pteropus_vampyrus-HsaEX1019114,0.08,T2
pteropus_vampyrus-HsaEX1019114-TGC2mutTAC,0.14,T2
pteropus_vampyrus-HsaEX1026556,0.32,T2
pteropus_vampyrus-HsaEX1026556-full,0.34,T2
pteropus_vampyrus-HsaEX1026556-full-int-hsa,0.52,T2
pteropus_vampyrus-HsaEX1026556-full-ss5-hsa,0.42,T2
pteropus_vampyrus-HsaEX1026556-int-hsa,0.52,T2
pteropus_vampyrus-HsaEX1026556-intss5-hsa,0.47,T2
pteropus_vampyrus-HsaEX1026556-ss5-hsa,0.24,T2
PUS7-HsaEX0051317-int-HsaEX0000641,0.89,T2
PUS7-HsaEX0051317-int-HsaEX0002213,1.29,T2
PUS7-HsaEX0051317-int-HsaEX0012545,0.87,T2
PUS7-HsaEX0051317-int-HsaEX0015276,0.75,T2
PUS7-HsaEX0051317-int-HsaEX0015478,0.52,T2
PUS7-HsaEX0051317-int-HsaEX0016976,0.67,T2
PUS7-HsaEX0051317-int-HsaEX0018777,0.3,T2
PUS7-HsaEX0051317-int-HsaEX0026467,2.34,T2
PUS7-HsaEX0051317-int-HsaEX0027672,4.27,T2
PUS7-HsaEX0051317-int-HsaEX0032608,0.88,T2
PUS7-HsaEX0051317-int-HsaEX0034483,0.68,T2
PUS7-HsaEX0051317-int-HsaEX0035450,0.76,T2
PUS7-HsaEX0051317-int-HsaEX0037213,0.78,T2
PUS7-HsaEX0051317-int-HsaEX0038690,0.56,T2
PUS7-HsaEX0051317-int-HsaEX0038702,0.74,T2
PUS7-HsaEX0051317-int-HsaEX0039034,0.44,T2
PUS7-HsaEX0051317-int-HsaEX0040386,0.93,T2
PUS7-HsaEX0051317-int-HsaEX0043752,1.8,T2
PUS7-HsaEX0051317-int-HsaEX0043902,1.3,T2
PUS7-HsaEX0051317-int-HsaEX0044638,0.98,T2
PUS7-HsaEX0051317-int-HsaEX0047035,0.56,T2
PUS7-HsaEX0051317-int-HsaEX0048492,1.99,T2
PUS7-HsaEX0051317-int-HsaEX0049811,0.98,T2
PUS7-HsaEX0051317-int-HsaEX0057701,0.93,T2
PUS7-HsaEX0051317-int-HsaEX0058030,1.76,T2
PUS7-HsaEX0051317-int-HsaEX0063374,0.51,T2
PUS7-HsaEX0051317-int-HsaEX0063412,0.86,T2
PUS7-HsaEX0051317-int-HsaEX0064198,0.5,T2
PUS7-HsaEX0051317-int-HsaEX0067208,1.31,T2
PUS7-HsaEX0051317-int-HsaEX1011407,1.41,T2
PUS7-HsaEX0051317-int-HsaEX1019114,0.71,T2
PUS7-HsaEX0051317-int-HsaEX1026556,0.87,T2
PUS7-HsaEX0051317-int-HsaEX1045708,1.03,T2
PUS7-HsaEX0051317-int-HsaEX6024969,0.2,T2
PUS7-HsaEX0051317-int-HsaEX6040016,0.83,T2
PUS7-HsaEX0051317-int-HsaEX6041122,1.98,T2
PUS7-HsaEX0051317-int-HsaEX6063998,0.12,T2
PUS7-HsaEX0051317-int-HsaEX6077184,1.67,T2
PUS7-HsaEX0051317-int-HsaEX6093676,0.88,T2
PUS7-HsaEX0051317-int-HsaEX7001225,1.6,T2
PUS7-HsaEX0051317-intss5-HsaEX0000641,1.15,T2
PUS7-HsaEX0051317-intss5-HsaEX0002213,2.03,T2
PUS7-HsaEX0051317-intss5-HsaEX0012545,1.24,T2
PUS7-HsaEX0051317-intss5-HsaEX0015276,0.4,T2
PUS7-HsaEX0051317-intss5-HsaEX0015478,0.87,T2
PUS7-HsaEX0051317-intss5-HsaEX0016976,0.95,T2
PUS7-HsaEX0051317-intss5-HsaEX0018777,0.45,T2
PUS7-HsaEX0051317-intss5-HsaEX0026467,2.79,T2
PUS7-HsaEX0051317-intss5-HsaEX0027672,5.97,T2
PUS7-HsaEX0051317-intss5-HsaEX0032608,0.22,T2
PUS7-HsaEX0051317-intss5-HsaEX0034483,0.02,T2
PUS7-HsaEX0051317-intss5-HsaEX0035450,0.64,T2
PUS7-HsaEX0051317-intss5-HsaEX0037213,0.46,T2
PUS7-HsaEX0051317-intss5-HsaEX0038690,0.5,T2
PUS7-HsaEX0051317-intss5-HsaEX0038702,0.32,T2
PUS7-HsaEX0051317-intss5-HsaEX0039034,0.07,T2
PUS7-HsaEX0051317-intss5-HsaEX0040386,0.38,T2
PUS7-HsaEX0051317-intss5-HsaEX0043752,0.57,T2
PUS7-HsaEX0051317-intss5-HsaEX0043902,1.29,T2
PUS7-HsaEX0051317-intss5-HsaEX0044638,0.81,T2
PUS7-HsaEX0051317-intss5-HsaEX0047035,0.53,T2
PUS7-HsaEX0051317-intss5-HsaEX0048492,1.38,T2
PUS7-HsaEX0051317-intss5-HsaEX0049811,0.89,T2
PUS7-HsaEX0051317-intss5-HsaEX0057701,1.47,T2
PUS7-HsaEX0051317-intss5-HsaEX0058030,1.83,T2
PUS7-HsaEX0051317-intss5-HsaEX0063374,0.67,T2
PUS7-HsaEX0051317-intss5-HsaEX0063412,0.31,T2
PUS7-HsaEX0051317-intss5-HsaEX0064198,0.21,T2
PUS7-HsaEX0051317-intss5-HsaEX0067208,1.89,T2
PUS7-HsaEX0051317-intss5-HsaEX1011407,1.68,T2
PUS7-HsaEX0051317-intss5-HsaEX1019114,0.14,T2
PUS7-HsaEX0051317-intss5-HsaEX1026556,0.26,T2
PUS7-HsaEX0051317-intss5-HsaEX1045708,1.6,T2
PUS7-HsaEX0051317-intss5-HsaEX6024969,0.08,T2
PUS7-HsaEX0051317-intss5-HsaEX6040016,0.9,T2
PUS7-HsaEX0051317-intss5-HsaEX6041122,1.58,T2
PUS7-HsaEX0051317-intss5-HsaEX6063998,0.06,T2
PUS7-HsaEX0051317-intss5-HsaEX6077184,2.05,T2
PUS7-HsaEX0051317-intss5-HsaEX6093676,1.3,T2
PUS7-HsaEX0051317-intss5-HsaEX7001225,2.06,T2
PUS7-HsaEX0051317-WT,0.95,T2
rattus_norvegicus-HsaEX0000641,0.24,T2
rattus_norvegicus-HsaEX0000641-int-hsa,0.46,T2
rattus_norvegicus-HsaEX0000641-ss5-hsa,0.43,T2
rattus_norvegicus-HsaEX0000641-TGC1mutTAC,0.51,T2
rattus_norvegicus-HsaEX0002213,1.85,T2
rattus_norvegicus-HsaEX0002213-TGC1mutTAC,1.9,T2
rattus_norvegicus-HsaEX0012545,0.3,T2
rattus_norvegicus-HsaEX0012545-ss5-hsa,0.49,T2
rattus_norvegicus-HsaEX0012545-TGC2mutTAC,0.45,T2
rattus_norvegicus-HsaEX0015276,0.21,T2
rattus_norvegicus-HsaEX0015276-full,0.21,T2
rattus_norvegicus-HsaEX0015276-full-int-hsa,0.44,T2
rattus_norvegicus-HsaEX0015276-full-ss5-hsa,0.6,T2
rattus_norvegicus-HsaEX0015276-int-hsa,0.33,T2
rattus_norvegicus-HsaEX0015276-ss5-hsa,0.48,T2
rattus_norvegicus-HsaEX0015276-TGC2mutTAC,0.23,T2
rattus_norvegicus-HsaEX0015478,0.62,T2
rattus_norvegicus-HsaEX0015478-full,0.46,T2
rattus_norvegicus-HsaEX0015478-int-hsa,0.4,T2
rattus_norvegicus-HsaEX0016976,0.73,T2
rattus_norvegicus-HsaEX0016976-full,0.69,T2
rattus_norvegicus-HsaEX0016976-full-int-hsa,0.54,T2
rattus_norvegicus-HsaEX0016976-full-ss5-hsa,0.67,T2
rattus_norvegicus-HsaEX0016976-int-hsa,0.63,T2
rattus_norvegicus-HsaEX0016976-ss5-hsa,0.72,T2
rattus_norvegicus-HsaEX0016976-TGC1mutTAC,0.85,T2
rattus_norvegicus-HsaEX0018777,0.44,T2
rattus_norvegicus-HsaEX0018777-full,0.46,T2
rattus_norvegicus-HsaEX0018777-full-int-hsa,0.33,T2
rattus_norvegicus-HsaEX0018777-full-ss5-hsa,0.37,T2
rattus_norvegicus-HsaEX0018777-int-hsa,0.32,T2
rattus_norvegicus-HsaEX0018777-ss5-hsa,0.49,T2
rattus_norvegicus-HsaEX0018777-TGC3mutTAC,0.49,T2
rattus_norvegicus-HsaEX0026467,1.36,T2
rattus_norvegicus-HsaEX0026467-int-hsa,1.68,T2
rattus_norvegicus-HsaEX0026467-ss5-hsa,1.03,T2
rattus_norvegicus-HsaEX0026467-TGC1mutTAC,1.77,T2
rattus_norvegicus-HsaEX0032608,0.18,T2
rattus_norvegicus-HsaEX0032608-int-hsa,0.14,T2
rattus_norvegicus-HsaEX0032608-ss5-hsa,0.34,T2
rattus_norvegicus-HsaEX0032608-TGC2mutTAC,0.18,T2
rattus_norvegicus-HsaEX0035450,0.21,T2
rattus_norvegicus-HsaEX0035450-full,0.1,T2
rattus_norvegicus-HsaEX0035450-full-int-hsa,0.11,T2
rattus_norvegicus-HsaEX0035450-full-ss5-hsa,0.33,T2
rattus_norvegicus-HsaEX0035450-int-hsa,0.31,T2
rattus_norvegicus-HsaEX0035450-intss5-hsa,0.55,T2
rattus_norvegicus-HsaEX0035450-ss5-hsa,0.44,T2
rattus_norvegicus-HsaEX0035450-TGC1mutTAC,0.14,T2
rattus_norvegicus-HsaEX0037213,0.99,T2
rattus_norvegicus-HsaEX0037213-full,0.63,T2
rattus_norvegicus-HsaEX0037213-full-int-hsa,0.46,T2
rattus_norvegicus-HsaEX0037213-full-ss5-hsa,0.57,T2
rattus_norvegicus-HsaEX0037213-int-hsa,0.85,T2
rattus_norvegicus-HsaEX0037213-intss5-hsa,0.88,T2
rattus_norvegicus-HsaEX0037213-ss5-hsa,0.73,T2
rattus_norvegicus-HsaEX0037213-TGC2mutTAC,0.72,T2
rattus_norvegicus-HsaEX0038702,0.54,T2
rattus_norvegicus-HsaEX0038702-full,1.01,T2
rattus_norvegicus-HsaEX0038702-full-int-hsa,0.4,T2
rattus_norvegicus-HsaEX0038702-full-ss5-hsa,1.23,T2
rattus_norvegicus-HsaEX0038702-int-hsa,0.28,T2
rattus_norvegicus-HsaEX0038702-intss5-hsa,0.16,T2
rattus_norvegicus-HsaEX0038702-ss5-hsa,0.75,T2
rattus_norvegicus-HsaEX0038702-TGC1mutTAC,0.4,T2
rattus_norvegicus-HsaEX0039034,0.45,T2
rattus_norvegicus-HsaEX0039034-full,0.41,T2
rattus_norvegicus-HsaEX0039034-full-int-hsa,0.87,T2
rattus_norvegicus-HsaEX0039034-full-ss5-hsa,0.06,T2
rattus_norvegicus-HsaEX0039034-int-hsa,0.78,T2
rattus_norvegicus-HsaEX0039034-intss5-hsa,0.25,T2
rattus_norvegicus-HsaEX0039034-ss5-hsa,0.1,T2
rattus_norvegicus-HsaEX0039034-TGC2mutTAC,0.61,T2
rattus_norvegicus-HsaEX0040386,0.26,T2
rattus_norvegicus-HsaEX0040386-int-hsa,1.02,T2
rattus_norvegicus-HsaEX0040386-ss5-hsa,0.08,T2
rattus_norvegicus-HsaEX0040386-TGC1mutTAC,0.6,T2
rattus_norvegicus-HsaEX0043752,0.4,T2
rattus_norvegicus-HsaEX0043752-int-hsa,0.28,T2
rattus_norvegicus-HsaEX0043752-ss5-hsa,0.38,T2
rattus_norvegicus-HsaEX0043752-TGC1mutTAC,0.28,T2
rattus_norvegicus-HsaEX0044638,0.69,T2
rattus_norvegicus-HsaEX0044638-ss5-hsa,0.63,T2
rattus_norvegicus-HsaEX0047035,0.46,T2
rattus_norvegicus-HsaEX0047035-int-hsa,0.88,T2
rattus_norvegicus-HsaEX0047035-ss5-hsa,0.27,T2
rattus_norvegicus-HsaEX0047035-TGC2mutTAC,0.72,T2
rattus_norvegicus-HsaEX0048492,0.43,T2
rattus_norvegicus-HsaEX0048492-full,0.36,T2
rattus_norvegicus-HsaEX0048492-full-int-hsa,0.6,T2
rattus_norvegicus-HsaEX0048492-full-ss5-hsa,0.52,T2
rattus_norvegicus-HsaEX0048492-int-hsa,0.68,T2
rattus_norvegicus-HsaEX0048492-ss5-hsa,0.56,T2
rattus_norvegicus-HsaEX0049811,0.17,T2
rattus_norvegicus-HsaEX0049811-full,0.15,T2
rattus_norvegicus-HsaEX0049811-full-int-hsa,0.22,T2
rattus_norvegicus-HsaEX0049811-full-ss5-hsa,0.28,T2
rattus_norvegicus-HsaEX0049811-int-hsa,0.09,T2
rattus_norvegicus-HsaEX0049811-ss5-hsa,0.34,T2
rattus_norvegicus-HsaEX0049811-TGC1mutTAC,0.15,T2
rattus_norvegicus-HsaEX0051317,1.33,T2
rattus_norvegicus-HsaEX0051317-full,1.58,T2
rattus_norvegicus-HsaEX0051317-full-int-hsa,1.66,T2
rattus_norvegicus-HsaEX0051317-full-ss5-hsa,0.98,T2
rattus_norvegicus-HsaEX0051317-int-hsa,1.39,T2
rattus_norvegicus-HsaEX0051317-intss5-hsa,1.23,T2
rattus_norvegicus-HsaEX0051317-ss5-hsa,1.02,T2
rattus_norvegicus-HsaEX0051317-TGC2mutTAC,0.82,T2
rattus_norvegicus-HsaEX0057701,0.61,T2
rattus_norvegicus-HsaEX0057701-full,0.24,T2
rattus_norvegicus-HsaEX0057701-full-int-hsa,0.59,T2
rattus_norvegicus-HsaEX0057701-full-ss5-hsa,0.5,T2
rattus_norvegicus-HsaEX0057701-int-hsa,1.6,T2
rattus_norvegicus-HsaEX0057701-intss5-hsa,1.64,T2
rattus_norvegicus-HsaEX0057701-ss5-hsa,0.92,T2
rattus_norvegicus-HsaEX0057701-TGC3mutTAC,0.47,T2
rattus_norvegicus-HsaEX0058030,1.05,T2
rattus_norvegicus-HsaEX0058030-int-hsa,0.99,T2
rattus_norvegicus-HsaEX0058030-ss5-hsa,0.36,T2
rattus_norvegicus-HsaEX0058030-TGC1mutTAC,1.03,T2
rattus_norvegicus-HsaEX0063412,0.21,T2
rattus_norvegicus-HsaEX0063412-int-hsa,0.18,T2
rattus_norvegicus-HsaEX0063412-ss5-hsa,0.15,T2
rattus_norvegicus-HsaEX0063412-TGC2mutTAC,0.16,T2
rattus_norvegicus-HsaEX0067208,0.76,T2
rattus_norvegicus-HsaEX0067208-int-hsa,0.73,T2
rattus_norvegicus-HsaEX0067208-ss5-hsa,0.57,T2
rattus_norvegicus-HsaEX0067208-TGC1mutTAC,0.44,T2
rattus_norvegicus-HsaEX1019114,0.07,T2
rattus_norvegicus-HsaEX1019114-TGC2mutTAC,0.11,T2
SFT2D1-HsaEX0057701-int-HsaEX0000641,0.96,T2
SFT2D1-HsaEX0057701-int-HsaEX0002213,1.78,T2
SFT2D1-HsaEX0057701-int-HsaEX0012545,1.37,T2
SFT2D1-HsaEX0057701-int-HsaEX0015276,0.83,T2
SFT2D1-HsaEX0057701-int-HsaEX0015478,0.73,T2
SFT2D1-HsaEX0057701-int-HsaEX0016976,1.03,T2
SFT2D1-HsaEX0057701-int-HsaEX0018777,0.96,T2
SFT2D1-HsaEX0057701-int-HsaEX0026467,2.81,T2
SFT2D1-HsaEX0057701-int-HsaEX0027672,2.47,T2
SFT2D1-HsaEX0057701-int-HsaEX0032608,1.13,T2
SFT2D1-HsaEX0057701-int-HsaEX0034483,0.84,T2
SFT2D1-HsaEX0057701-int-HsaEX0035450,0.78,T2
SFT2D1-HsaEX0057701-int-HsaEX0037213,1.7,T2
SFT2D1-HsaEX0057701-int-HsaEX0038690,0.59,T2
SFT2D1-HsaEX0057701-int-HsaEX0038702,0.7,T2
SFT2D1-HsaEX0057701-int-HsaEX0039034,0.69,T2
SFT2D1-HsaEX0057701-int-HsaEX0040386,1.39,T2
SFT2D1-HsaEX0057701-int-HsaEX0043752,1.68,T2
SFT2D1-HsaEX0057701-int-HsaEX0043902,2.66,T2
SFT2D1-HsaEX0057701-int-HsaEX0044638,1.5,T2
SFT2D1-HsaEX0057701-int-HsaEX0047035,0.52,T2
SFT2D1-HsaEX0057701-int-HsaEX0048492,1.65,T2
SFT2D1-HsaEX0057701-int-HsaEX0049811,0.81,T2
SFT2D1-HsaEX0057701-int-HsaEX0051317,2.54,T2
SFT2D1-HsaEX0057701-int-HsaEX0058030,2.03,T2
SFT2D1-HsaEX0057701-int-HsaEX0063374,0.89,T2
SFT2D1-HsaEX0057701-int-HsaEX0063412,0.63,T2
SFT2D1-HsaEX0057701-int-HsaEX0064198,0.59,T2
SFT2D1-HsaEX0057701-int-HsaEX0067208,1.77,T2
SFT2D1-HsaEX0057701-int-HsaEX1011407,1.18,T2
SFT2D1-HsaEX0057701-int-HsaEX1019114,1.34,T2
SFT2D1-HsaEX0057701-int-HsaEX1026556,1.1,T2
SFT2D1-HsaEX0057701-int-HsaEX1045708,1.28,T2
SFT2D1-HsaEX0057701-int-HsaEX6024969,0.36,T2
SFT2D1-HsaEX0057701-int-HsaEX6040016,0.98,T2
SFT2D1-HsaEX0057701-int-HsaEX6041122,3.13,T2
SFT2D1-HsaEX0057701-int-HsaEX6063998,0.18,T2
SFT2D1-HsaEX0057701-int-HsaEX6077184,2.48,T2
SFT2D1-HsaEX0057701-int-HsaEX6093676,1.16,T2
SFT2D1-HsaEX0057701-int-HsaEX7001225,3.06,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0000641,0.99,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0002213,2.13,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0012545,1.37,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0015276,0.45,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0015478,0.89,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0016976,1.08,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0018777,0.87,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0026467,3.18,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0027672,4.7,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0032608,0.28,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0034483,0.06,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0035450,1.02,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0037213,0.3,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0038690,0.44,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0038702,0.18,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0039034,0.21,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0040386,0.83,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0043752,1.01,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0043902,1.55,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0044638,0.68,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0047035,0.36,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0048492,0.9,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0049811,0.52,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0051317,1.98,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0058030,2.17,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0063374,0.81,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0063412,0.31,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0064198,0.48,T2
SFT2D1-HsaEX0057701-intss5-HsaEX0067208,1.55,T2
SFT2D1-HsaEX0057701-intss5-HsaEX1011407,1.29,T2
SFT2D1-HsaEX0057701-intss5-HsaEX1019114,0.31,T2
SFT2D1-HsaEX0057701-intss5-HsaEX1026556,0.45,T2
SFT2D1-HsaEX0057701-intss5-HsaEX1045708,1.18,T2
SFT2D1-HsaEX0057701-intss5-HsaEX6024969,0.1,T2
SFT2D1-HsaEX0057701-intss5-HsaEX6040016,1.13,T2
SFT2D1-HsaEX0057701-intss5-HsaEX6041122,1.41,T2
SFT2D1-HsaEX0057701-intss5-HsaEX6063998,0.12,T2
SFT2D1-HsaEX0057701-intss5-HsaEX6077184,2.7,T2
SFT2D1-HsaEX0057701-intss5-HsaEX6093676,1.42,T2
SFT2D1-HsaEX0057701-intss5-HsaEX7001225,2.29,T2
SFT2D1-HsaEX0057701-WT,1.38,T2
SH3GLB2-HsaEX0058030-int-HsaEX0000641,0.31,T2
SH3GLB2-HsaEX0058030-int-HsaEX0002213,0.55,T2
SH3GLB2-HsaEX0058030-int-HsaEX0012545,0.25,T2
SH3GLB2-HsaEX0058030-int-HsaEX0015276,0.23,T2
SH3GLB2-HsaEX0058030-int-HsaEX0015478,0.17,T2
SH3GLB2-HsaEX0058030-int-HsaEX0016976,0.12,T2
SH3GLB2-HsaEX0058030-int-HsaEX0018777,0.15,T2
SH3GLB2-HsaEX0058030-int-HsaEX0026467,0.39,T2
SH3GLB2-HsaEX0058030-int-HsaEX0027672,1.48,T2
SH3GLB2-HsaEX0058030-int-HsaEX0032608,0.24,T2
SH3GLB2-HsaEX0058030-int-HsaEX0034483,0.05,T2
SH3GLB2-HsaEX0058030-int-HsaEX0035450,0.22,T2
SH3GLB2-HsaEX0058030-int-HsaEX0037213,0.18,T2
SH3GLB2-HsaEX0058030-int-HsaEX0038690,0.07,T2
SH3GLB2-HsaEX0058030-int-HsaEX0038702,0.22,T2
SH3GLB2-HsaEX0058030-int-HsaEX0039034,0.15,T2
SH3GLB2-HsaEX0058030-int-HsaEX0040386,0.08,T2
SH3GLB2-HsaEX0058030-int-HsaEX0043752,0.18,T2
SH3GLB2-HsaEX0058030-int-HsaEX0043902,0.09,T2
SH3GLB2-HsaEX0058030-int-HsaEX0044638,0.28,T2
SH3GLB2-HsaEX0058030-int-HsaEX0047035,0.13,T2
SH3GLB2-HsaEX0058030-int-HsaEX0048492,0.48,T2
SH3GLB2-HsaEX0058030-int-HsaEX0049811,0.14,T2
SH3GLB2-HsaEX0058030-int-HsaEX0051317,0.41,T2
SH3GLB2-HsaEX0058030-int-HsaEX0057701,0.33,T2
SH3GLB2-HsaEX0058030-int-HsaEX0063374,0.07,T2
SH3GLB2-HsaEX0058030-int-HsaEX0063412,0.17,T2
SH3GLB2-HsaEX0058030-int-HsaEX0064198,0.05,T2
SH3GLB2-HsaEX0058030-int-HsaEX0067208,0.37,T2
SH3GLB2-HsaEX0058030-int-HsaEX1011407,0.39,T2
SH3GLB2-HsaEX0058030-int-HsaEX1019114,0.19,T2
SH3GLB2-HsaEX0058030-int-HsaEX1026556,0.19,T2
SH3GLB2-HsaEX0058030-int-HsaEX1045708,0.35,T2
SH3GLB2-HsaEX0058030-int-HsaEX6024969,0.08,T2
SH3GLB2-HsaEX0058030-int-HsaEX6040016,0.21,T2
SH3GLB2-HsaEX0058030-int-HsaEX6041122,0.36,T2
SH3GLB2-HsaEX0058030-int-HsaEX6063998,0.02,T2
SH3GLB2-HsaEX0058030-int-HsaEX6077184,0.95,T2
SH3GLB2-HsaEX0058030-int-HsaEX6093676,0.23,T2
SH3GLB2-HsaEX0058030-int-HsaEX7001225,0.52,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0000641,0.2,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0002213,0.82,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0012545,0.26,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0015276,0.41,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0015478,0.18,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0016976,0.8,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0018777,0.3,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0026467,1.48,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0027672,2.16,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0032608,0.21,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0034483,0.07,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0035450,0.09,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0037213,0.18,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0038690,0.1,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0038702,0.19,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0039034,0.08,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0040386,0.08,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0043752,0.18,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0043902,0.6,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0044638,0.36,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0047035,0.12,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0048492,1.04,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0049811,0.11,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0051317,0.26,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0057701,0.82,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0063374,0.22,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0063412,0.12,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0064198,0.04,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX0067208,0.21,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX1011407,0.23,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX1019114,0.18,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX1026556,0.37,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX1045708,0.41,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX6024969,0.06,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX6040016,0.49,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX6041122,0.52,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX6063998,0.06,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX6077184,0.75,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX6093676,0.24,T2
SH3GLB2-HsaEX0058030-intss5-HsaEX7001225,0.86,T2
SH3GLB2-HsaEX0058030-WT,0.33,T2
SNAP25-HsaEX6077184-int-HsaEX0000641,1.91,T2
SNAP25-HsaEX6077184-int-HsaEX0002213,2.67,T2
SNAP25-HsaEX6077184-int-HsaEX0012545,1.9,T2
SNAP25-HsaEX6077184-int-HsaEX0015276,1.7,T2
SNAP25-HsaEX6077184-int-HsaEX0015478,0.91,T2
SNAP25-HsaEX6077184-int-HsaEX0016976,1.14,T2
SNAP25-HsaEX6077184-int-HsaEX0018777,0.58,T2
SNAP25-HsaEX6077184-int-HsaEX0026467,2.88,T2
SNAP25-HsaEX6077184-int-HsaEX0027672,4.66,T2
SNAP25-HsaEX6077184-int-HsaEX0032608,1.32,T2
