"event_key","event_type","GeneID","geneSymbol","chr","strand","exon_start","exon_end","exon_length","size_category","dPSI","FDR"
"chr1:192669025:192669190:192709277:192709325:192584249:192717930:MXE","MXE","ENSMUSG00000016200","Syt14","chr1","-",192669025,192669190,165,"Regular (>50bp)",0.121,0.000505389250150862
"chr19:6099179:6099927:6099283:6099800:RI","RI","ENSMUSG00000024807","Syvn1","chr19","+",6099179,6099927,748,"Regular (>50bp)",-0.145,1.22449235936184e-09
"chr19:6100551:6101099:6100715:6100970:RI","RI","ENSMUSG00000024807","Syvn1","chr19","+",6100551,6101099,548,"Regular (>50bp)",-0.107,9.35291371232926e-10
"chrX:84619155:84619216:84617771:84637257:SE","SE","ENSMUSG00000035476","Tab3","chrX","+",84619155,84619216,61,"Regular (>50bp)",-0.105,0.00789784768877363
"chrX:84657576:84659035:84665159:84665253:84653190:84667947:MXE","MXE","ENSMUSG00000035476","Tab3","chrX","+",84657576,84659035,1459,"Regular (>50bp)",0.181,0.0123782803092309
"chr8:25669286:25669322:25668010:25671838:SE","SE","ENSMUSG00000065954","Tacc1","chr8","-",25669286,25669322,36,"Small (30-50bp)",0.109,2.91585154059633e-05
"chr7:130346256:130346346:130345414:130352919:SE","SE","ENSMUSG00000030852","Tacc2","chr7","+",130346256,130346346,90,"Regular (>50bp)",0.125,0.0278695748695838
"chrX:100634339:100634345:100634195:100637545:SE","SE","ENSMUSG00000031314","Taf1","chrX","+",100634339,100634345,6,"Microexon (0-30bp)",0.201,5.80152882256624e-11
"chr11:83379750:83379871:83364032:83388719:SE","SE","ENSMUSG00000020680","Taf15","chr11","+",83379750,83379871,121,"Regular (>50bp)",-0.286,0.0183158647410083
"chrX:73331783:73332119:73331825:73332053:RI","RI","ENSMUSG00000009995","Tafazzin","chrX","+",73331783,73332119,336,"Regular (>50bp)",-0.113,0
"chrX:73331783:73332119:73331825:73332056:RI","RI","ENSMUSG00000009995","Tafazzin","chrX","+",73331783,73332119,336,"Regular (>50bp)",-0.209,4.67734414358237e-09
"chrX:73332056:73332625:73332056:73332119:73332710:73332788:A5SS","A5SS","ENSMUSG00000009995","Tafazzin","chrX","+",73332056,73332625,569,"Regular (>50bp)",-0.23,8.00582751685832e-07
"chrX:73332267:73332320:73332589:73332625:73332119:73332710:MXE","MXE","ENSMUSG00000009995","Tafazzin","chrX","+",73332267,73332320,53,"Regular (>50bp)",0.254,2.66259236880691e-12
"chrX:73332267:73332320:73332534:73332625:73332119:73332710:MXE","MXE","ENSMUSG00000009995","Tafazzin","chrX","+",73332267,73332320,53,"Regular (>50bp)",0.284,0
"chrX:73332534:73332625:73332119:73332710:SE","SE","ENSMUSG00000009995","Tafazzin","chrX","+",73332534,73332625,91,"Regular (>50bp)",-0.351,0.00016329618048729
"chrX:73332534:73332625:73332320:73332710:SE","SE","ENSMUSG00000009995","Tafazzin","chrX","+",73332534,73332625,91,"Regular (>50bp)",-0.346,1.28203538694441e-10
"chrX:73332589:73332625:73332119:73332710:SE","SE","ENSMUSG00000009995","Tafazzin","chrX","+",73332589,73332625,36,"Small (30-50bp)",-0.365,0.000452701285271854
"chrX:73332589:73332625:73332320:73332710:SE","SE","ENSMUSG00000009995","Tafazzin","chrX","+",73332589,73332625,36,"Small (30-50bp)",-0.314,3.98683260318424e-10
"chr8:127189921:127189974:127188174:127193772:SE","SE","ENSMUSG00000090290","Tarbp1","chr8","-",127189921,127189974,53,"Regular (>50bp)",0.107,5.95577614460032e-07
"chr15:102428909:102429012:102427037:102429572:SE","SE","ENSMUSG00000023051","Tarbp2","chr15","+",102428909,102429012,103,"Regular (>50bp)",-0.142,0.0347496144419432
"chr11:50054988:50055039:50054723:50059522:SE","SE","ENSMUSG00000036644","Tbc1d9b","chr11","+",50054988,50055039,51,"Regular (>50bp)",0.261,1.62944918111763e-07
"chr11:50058995:50059052:50054723:50059522:SE","SE","ENSMUSG00000036644","Tbc1d9b","chr11","+",50058995,50059052,57,"Regular (>50bp)",0.132,2.08276753500005e-06
"chr3:22143576:22143686:22131591:22203105:SE","SE","ENSMUSG00000027630","Tbl1xr1","chr3","+",22143576,22143686,110,"Regular (>50bp)",-0.127,0.000766952299439338
"chr17:15721415:15721619:15721464:15721573:RI","RI","ENSMUSG00000014767","Tbp","chr17","+",15721415,15721619,204,"Regular (>50bp)",-0.142,4.91901334480113e-12
"chr19:55905770:55905911:55905785:55905911:55900990:55901077:A3SS","A3SS","ENSMUSG00000024985","Tcf7l2","chr19","+",55905770,55905911,141,"Regular (>50bp)",0.123,0.0103281024486097
"chr17:28554458:28555547:28554470:28555484:RI","RI","ENSMUSG00000002249","Tead3","chr17","-",28554458,28555547,1089,"Regular (>50bp)",-0.163,0.0413207006968057
"chr12:113121090:113121347:113121197:113121347:113120780:113120983:A3SS","A3SS","ENSMUSG00000037466","Tedc1","chr12","+",113121090,113121347,257,"Regular (>50bp)",-0.153,0.00032009852642027
"chr17:24439225:24439589:24439284:24439495:RI","RI","ENSMUSG00000024118","Tedc2","chr17","-",24439225,24439589,364,"Regular (>50bp)",-0.145,0.0305090331078632
"chr8:48740167:48740188:48732225:48740825:SE","SE","ENSMUSG00000031561","Tenm3","chr8","-",48740167,48740188,21,"Microexon (0-30bp)",0.191,3.21771505736489e-10
"chr8:48766272:48766299:48763804:48820345:SE","SE","ENSMUSG00000031561","Tenm3","chr8","-",48766272,48766299,27,"Microexon (0-30bp)",0.204,0.0346103153099895
"chr7:96378555:96378732:96353368:96384891:SE","SE","ENSMUSG00000048078","Tenm4","chr7","+",96378555,96378732,177,"Regular (>50bp)",0.193,0.0109442627828499
"chr7:96454311:96454338:96446712:96461039:SE","SE","ENSMUSG00000048078","Tenm4","chr7","+",96454311,96454338,27,"Microexon (0-30bp)",0.102,6.02621193284705e-06
"chr14:51070337:51070488:51069296:51070910:SE","SE","ENSMUSG00000006281","Tep1","chr14","-",51070337,51070488,151,"Regular (>50bp)",-0.126,4.46019730764414e-05
"chr5:118194441:118194709:118194508:118194601:RI","RI","ENSMUSG00000029359","Tesc","chr5","+",118194441,118194709,268,"Regular (>50bp)",0.127,6.36766601400259e-06
"chr11:106404412:106404538:106404412:106404532:106410707:106410840:A3SS","A3SS","ENSMUSG00000040548","Tex2","chr11","-",106404412,106404538,126,"Regular (>50bp)",-0.101,1.24102950139055e-11
"chr5:137577140:137577304:137576067:137578428:SE","SE","ENSMUSG00000029716","Tfr2","chr5","+",137577140,137577304,164,"Regular (>50bp)",0.13,0.0109212511159536
"chr8:4300466:4300921:4300625:4300848:RI","RI","ENSMUSG00000089736","Tgfbr3l","chr8","+",4300466,4300921,455,"Regular (>50bp)",-0.16,0.0356460749822249
"chr3:89130309:89130830:89130469:89130711:RI","RI","ENSMUSG00000028047","Thbs3","chr3","+",89130309,89130830,521,"Regular (>50bp)",-0.115,0.00457159489428158
"chr18:9959097:9959315:9959097:9959171:9960485:9960552:A5SS","A5SS","ENSMUSG00000024287","Thoc1","chr18","+",9959097,9959315,218,"Regular (>50bp)",-0.102,1.82899828776282e-07
"chr18:9986288:9986603:9986355:9986552:RI","RI","ENSMUSG00000024287","Thoc1","chr18","+",9986288,9986603,315,"Regular (>50bp)",-0.157,0.00275968416911588
"chr11:4861434:4861470:4860759:4862780:SE","SE","ENSMUSG00000034274","Thoc5","chr11","+",4861434,4861470,36,"Small (30-50bp)",0.174,0
"chr6:86401943:86402185:86401943:86402052:86402431:86402527:A5SS","A5SS","ENSMUSG00000071337","Tia1","chr6","+",86401943,86402185,242,"Regular (>50bp)",-0.122,1.72326449070029e-09
"chr7:128045530:128046128:128045670:128046004:RI","RI","ENSMUSG00000030846","Tial1","chr7","-",128045530,128046128,598,"Regular (>50bp)",-0.158,0
"chr7:128048454:128048522:128047994:128049844:SE","SE","ENSMUSG00000030846","Tial1","chr7","-",128048454,128048522,68,"Regular (>50bp)",-0.105,0.000424432847698657
"chr18:84965958:84967416:84966064:84967318:RI","RI","ENSMUSG00000024645","Timm21","chr18","-",84965958,84967416,1458,"Regular (>50bp)",-0.128,0.00148640756890595
"chr7:126417465:126417565:126416483:126418995:SE","SE","ENSMUSG00000058966","Tlcd3b","chr7","+",126417465,126417565,100,"Regular (>50bp)",-0.153,0.00957196931605333
"chr9:61309134:61309339:61309137:61309339:61301889:61301994:A3SS","A3SS","ENSMUSG00000032280","Tle3","chr9","+",61309134,61309339,205,"Regular (>50bp)",0.105,0.0415685118354407
"chr8:66935157:66935251:66935157:66935195:66936709:66936822:A3SS","A3SS","ENSMUSG00000025591","Tma16","chr8","-",66935157,66935251,94,"Regular (>50bp)",0.129,3.39356383240859e-08
"chr1:74330853:74332047:74330893:74331993:RI","RI","ENSMUSG00000006301","Tmbim1","chr1","-",74330853,74332047,1194,"Regular (>50bp)",-0.154,0.0190393455686343
"chr11:117674935:117675021:117674938:117675021:117674596:117674746:A3SS","A3SS","ENSMUSG00000050106","Tmc8","chr11","+",117674935,117675021,86,"Regular (>50bp)",0.102,0.00112538108907413
"chr7:30428081:30428166:30427714:30428626:SE","SE","ENSMUSG00000006315","Tmem147","chr7","-",30428081,30428166,85,"Regular (>50bp)",0.195,0.0289405473261721
"chrX:141465286:141465945:141464552:141535035:SE","SE","ENSMUSG00000047045","Tmem164","chrX","+",141465286,141465945,659,"Regular (>50bp)",0.137,9.66763557410396e-07
"chr6:48817294:48817387:48815296:48818281:SE","SE","ENSMUSG00000029810","Tmem176b","chr6","-",48817294,48817387,93,"Regular (>50bp)",0.225,0.00013436132024623
"chr16:17094825:17095114:17094903:17095057:RI","RI","ENSMUSG00000055692","Tmem191","chr16","+",17094825,17095114,289,"Regular (>50bp)",-0.14,0.000709746373298683
"chr16:17095205:17095456:17095265:17095391:RI","RI","ENSMUSG00000055692","Tmem191","chr16","+",17095205,17095456,251,"Regular (>50bp)",0.146,1.7376908758604e-05
"chr8:106054953:106055324:106055116:106055239:RI","RI","ENSMUSG00000014856","Tmem208","chr8","+",106054953,106055324,371,"Regular (>50bp)",-0.145,6.72179682503101e-05
"chr11:66916734:66916764:66920791:66920852:66916097:66921887:MXE","MXE","ENSMUSG00000050270","Tmem220","chr11","+",66916734,66916764,30,"Microexon (0-30bp)",-0.111,0.00439939489296578
"chr18:12126620:12126685:12176270:12176364:12116699:12180621:MXE","MXE","ENSMUSG00000049411","Tmem241","chr18","-",12126620,12126685,65,"Regular (>50bp)",0.234,0.00122679757021273
"chr16:38405980:38406042:38405880:38406582:SE","SE","ENSMUSG00000002845","Tmem39a","chr16","+",38405980,38406042,62,"Regular (>50bp)",0.13,0.0333520637181057
"chr16:30359556:30362306:30359727:30362219:RI","RI","ENSMUSG00000022537","Tmem44","chr16","-",30359556,30362306,2750,"Regular (>50bp)",-0.196,0.0398052900054686
"chr4:155553759:155553960:155553803:155553918:RI","RI","ENSMUSG00000023153","Tmem52","chr4","+",155553759,155553960,201,"Regular (>50bp)",0.361,0.00519728138924144
"chr4:3554353:3554414:3551891:3560498:SE","SE","ENSMUSG00000028232","Tmem68","chr4","-",3554353,3554414,61,"Regular (>50bp)",0.133,4.37655541718684e-05
"chr4:43681045:43681314:43680792:43681958:SE","SE","ENSMUSG00000078716","Tmem8b","chr4","+",43681045,43681314,269,"Regular (>50bp)",0.15,0.00215412087797802
"chr11:102176489:102176544:102175914:102178133:SE","SE","ENSMUSG00000034757","Tmub2","chr11","+",102176489,102176544,55,"Regular (>50bp)",0.101,0.00667402540408593
"chr12:111414680:111415073:111414803:111414972:RI","RI","ENSMUSG00000021281","Tnfaip2","chr12","+",111414680,111415073,393,"Regular (>50bp)",-0.184,5.51753155598114e-07
"chr3:28679347:28679371:28677257:28684579:SE","SE","ENSMUSG00000027692","Tnik","chr3","+",28679347,28679371,24,"Microexon (0-30bp)",0.176,3.79978041575934e-08
"chr11:54831536:54831708:54830561:54846846:SE","SE","ENSMUSG00000020400","Tnip1","chr11","-",54831536,54831708,172,"Regular (>50bp)",-0.105,9.86385485281311e-05
"chr16:32499723:32499813:32499625:32499969:SE","SE","ENSMUSG00000022791","Tnk2","chr16","+",32499723,32499813,90,"Regular (>50bp)",-0.106,4.2247188603458e-07
"chr7:4516579:4516612:4515282:4516809:SE","SE","ENSMUSG00000064179","Tnnt1","chr7","-",4516579,4516612,33,"Small (30-50bp)",0.147,0.0172471027025576
"chr5:142750523:142750652:142748916:142750805:SE","SE","ENSMUSG00000039477","Tnrc18","chr5","-",142750523,142750652,129,"Regular (>50bp)",-0.125,5.6780257952858e-05
"chr7:122779471:122779618:122779082:122779762:SE","SE","ENSMUSG00000052707","Tnrc6a","chr7","+",122779471,122779618,147,"Regular (>50bp)",-0.101,0.003340632583046
"chr11:117640402:117643970:117640402:117640643:117646788:117646932:A5SS","A5SS","ENSMUSG00000025571","Tnrc6c","chr11","+",117640402,117643970,3568,"Regular (>50bp)",-0.141,0.0443497477272943
"chr17:72002691:72002738:71998631:72004827:SE","SE","ENSMUSG00000045761","Togaram2","chr17","+",72002691,72002738,47,"Small (30-50bp)",0.161,0.000722167580853768
"chr8:75774620:75774705:75760455:75781204:SE","SE","ENSMUSG00000042870","Tom1","chr8","+",75774620,75774705,85,"Regular (>50bp)",0.196,0.0147157502727144
"chr8:75774620:75774705:75778777:75778924:75760455:75781204:MXE","MXE","ENSMUSG00000042870","Tom1","chr8","+",75774620,75774705,85,"Regular (>50bp)",0.146,0.0213783466555872
"chr8:75776817:75776896:75774705:75778550:SE","SE","ENSMUSG00000042870","Tom1","chr8","+",75776817,75776896,79,"Regular (>50bp)",0.213,0.000581633249307326
"chr11:60129835:60129898:60123783:60132643:SE","SE","ENSMUSG00000000538","Tom1l2","chr11","-",60129835,60129898,63,"Regular (>50bp)",-0.151,6.10806624409645e-06
"chr1:155916820:155916880:155911666:155927039:SE","SE","ENSMUSG00000050565","Tor1aip2","chr1","+",155916820,155916880,60,"Regular (>50bp)",0.159,0.00488188199476449
"chr1:155916820:155916880:155911837:155927039:SE","SE","ENSMUSG00000050565","Tor1aip2","chr1","+",155916820,155916880,60,"Regular (>50bp)",0.23,3.69639618774493e-08
"chr1:155916820:155916880:155911837:155935156:SE","SE","ENSMUSG00000050565","Tor1aip2","chr1","+",155916820,155916880,60,"Regular (>50bp)",0.165,0.0340293557953583
"chr1:155916820:155916880:155916748:155927039:SE","SE","ENSMUSG00000050565","Tor1aip2","chr1","+",155916820,155916880,60,"Regular (>50bp)",0.132,0
"chr1:155916820:155916880:155916748:155935156:SE","SE","ENSMUSG00000050565","Tor1aip2","chr1","+",155916820,155916880,60,"Regular (>50bp)",0.298,0
"chr2:30845779:30845965:30845789:30845965:30843763:30844020:A3SS","A3SS","ENSMUSG00000026848","Tor1b","chr2","+",30845779,30845965,186,"Regular (>50bp)",-0.109,0.0141484195638019
"chr7:144809616:144809698:144750520:144810250:SE","SE","ENSMUSG00000048677","Tpcn2","chr7","-",144809616,144809698,82,"Regular (>50bp)",0.122,0.0368168755188428
"chr7:144815297:144815416:144814737:144815669:SE","SE","ENSMUSG00000048677","Tpcn2","chr7","-",144815297,144815416,119,"Regular (>50bp)",-0.124,0.031784210700594
"chr3:9008610:9008637:9000100:9009670:SE","SE","ENSMUSG00000027506","Tpd52","chr3","-",9008610,9008637,27,"Microexon (0-30bp)",0.314,4.42357879944787e-07
"chr2:181152296:181152323:181150060:181153366:SE","SE","ENSMUSG00000000827","Tpd52l2","chr2","+",181152296,181152323,27,"Microexon (0-30bp)",0.106,0.000429899112835956
"chr9:66929874:66931847:66929874:66930723:66938310:66938380:A3SS","A3SS","ENSMUSG00000032366","Tpm1","chr9","-",66929874,66931847,1973,"Regular (>50bp)",0.12,4.82920817990878e-06
"chr9:66936945:66937024:66931847:66938310:SE","SE","ENSMUSG00000032366","Tpm1","chr9","-",66936945,66937024,79,"Regular (>50bp)",-0.11,2.10576700045027e-07
"chr2:152696840:152696935:152696840:152696922:152709106:152709277:A5SS","A5SS","ENSMUSG00000027469","Tpx2","chr2","+",152696840,152696935,95,"Regular (>50bp)",0.137,0.010970030806289
"chr1:192877132:192877730:192877444:192877582:RI","RI","ENSMUSG00000037318","Traf3ip3","chr1","-",192877132,192877730,598,"Regular (>50bp)",-0.158,0.036013142268828
"chr9:107833592:107833628:107828371:107836014:SE","SE","ENSMUSG00000032586","Traip","chr9","+",107833592,107833628,36,"Small (30-50bp)",-0.128,0.00974138989966312
"chr9:107838740:107838854:107839452:107839540:107838271:107840029:MXE","MXE","ENSMUSG00000032586","Traip","chr9","+",107838740,107838854,114,"Regular (>50bp)",-0.138,0.0107258294217284
"chr18:20988877:20988895:20988133:20993489:SE","SE","ENSMUSG00000033382","Trappc8","chr18","-",20988877,20988895,18,"Microexon (0-30bp)",0.11,7.28534664518961e-06
"chr3:103260882:103260933:103259471:103261012:SE","SE","ENSMUSG00000033014","Trim33","chr3","+",103260882,103260933,51,"Regular (>50bp)",-0.121,0.00335937572756558
"chr3:89150890:89151234:89151456:89151718:89149825:89152426:MXE","MXE","ENSMUSG00000042766","Trim46","chr3","-",89150890,89151234,344,"Regular (>50bp)",-0.101,0.00460415925178283
"chr11:116018263:116018757:116018441:116018523:RI","RI","ENSMUSG00000054517","Trim65","chr11","-",116018263,116018757,494,"Regular (>50bp)",-0.14,0.0078899116968365
"chr12:70301811:70302000:70299258:70314835:SE","SE","ENSMUSG00000021071","Trim9","chr12","-",70301811,70302000,189,"Regular (>50bp)",0.124,0.0198005613735602
"chr12:70314007:70314040:70299258:70314835:SE","SE","ENSMUSG00000021071","Trim9","chr12","-",70314007,70314040,33,"Small (30-50bp)",0.201,5.72525237947919e-05
"chr15:85778378:85778484:85778221:85779126:SE","SE","ENSMUSG00000022386","Trmu","chr15","+",85778378,85778484,106,"Regular (>50bp)",-0.163,0.0119748671403484
"chr15:85780560:85781118:85780705:85781035:RI","RI","ENSMUSG00000022386","Trmu","chr15","+",85780560,85781118,558,"Regular (>50bp)",-0.129,1.08488507542471e-05
"chr5:144746960:144747014:144744201:144748704:SE","SE","ENSMUSG00000045482","Trrap","chr5","+",144746960,144747014,54,"Regular (>50bp)",0.283,0
"chr5:144747141:144747162:144744201:144748704:SE","SE","ENSMUSG00000045482","Trrap","chr5","+",144747141,144747162,21,"Microexon (0-30bp)",0.291,2.55299855330539e-11
"chr9:49383161:49383843:49383183:49383682:RI","RI","ENSMUSG00000040219","Ttc12","chr9","-",49383161,49383843,682,"Regular (>50bp)",-0.118,0.0140610320603552
"chr3:33857598:33857754:33857353:33858148:SE","SE","ENSMUSG00000027677","Ttc14","chr3","+",33857598,33857754,156,"Regular (>50bp)",-0.105,0.0225209941139902
"chr12:85890719:85890772:85890634:85892020:SE","SE","ENSMUSG00000012609","Ttll5","chr12","+",85890719,85890772,53,"Regular (>50bp)",-0.119,0.0001263137649096
"chr3:146647573:146647648:146645932:146649760:SE","SE","ENSMUSG00000036745","Ttll7","chr3","+",146647573,146647648,75,"Regular (>50bp)",0.158,7.11283720357769e-06
"chr10:39020370:39020568:39020370:39020558:39021568:39021709:A5SS","A5SS","ENSMUSG00000019845","Tube1","chr10","+",39020370,39020568,198,"Regular (>50bp)",-0.414,0.0132305913619172
"chr2:121019842:121020446:121019950:121020304:RI","RI","ENSMUSG00000027263","Tubgcp4","chr2","+",121019842,121020446,604,"Regular (>50bp)",-0.173,0.000147351464131598
"chr2:121019842:121020446:121019950:121020307:RI","RI","ENSMUSG00000027263","Tubgcp4","chr2","+",121019842,121020446,604,"Regular (>50bp)",-0.133,0.00587482012474934
"chr17:6168570:6168641:6157271:6227103:SE","SE","ENSMUSG00000034377","Tulp4","chr17","+",6168570,6168641,71,"Regular (>50bp)",0.184,0.0204387930651285
"chr4:129525072:129525503:129525147:129525383:RI","RI","ENSMUSG00000053841","Txlna","chr4","-",129525072,129525503,431,"Regular (>50bp)",-0.123,3.52027971989896e-11
"chr16:10911679:10911792:10909650:10922429:SE","SE","ENSMUSG00000022498","Txndc11","chr16","-",10911679,10911792,113,"Regular (>50bp)",0.108,0.0371320194437014
"chr10:82708771:82709109:82669865:82710446:SE","SE","ENSMUSG00000020250","Txnrd1","chr10","+",82708771,82709109,338,"Regular (>50bp)",-0.218,0.0166968571772713
"chr2:119642540:119643780:119642662:119643643:RI","RI","ENSMUSG00000027298","Tyro3","chr2","+",119642540,119643780,1240,"Regular (>50bp)",-0.211,0.00867085183605997
"chr17:31870619:31870686:31867868:31871475:SE","SE","ENSMUSG00000061613","U2af1","chr17","-",31870619,31870686,67,"Regular (>50bp)",0.111,6.54932274710704e-06
"chr17:31871475:31871542:31870686:31877626:SE","SE","ENSMUSG00000061613","U2af1","chr17","-",31871475,31871542,67,"Regular (>50bp)",0.188,0.0491627460477475
