VastDB.ID,gene,Ptbp1.dPSI,Ptbp1.signif,Srrm4.dPSI,Srrm4.signif,Srrm3.Srrm4.dPSI,Srrm3.Srrm4.signif,Srsf11.dPSI,Srsf11.signif,Rbfox2.dPSI,Rbfox2.signif,Srrm3.dPSI,Srrm3.signif,Rnps1.dPSI,Rnps1.signif
MmuEX0046853,Tdrkh,NA,n.s.,NA,n.s.,0,n.s.,NA,n.s.,1,n.s.,NA,n.s.,NA,n.s.
MmuEX0046854,Tdrkh,0,n.s.,0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0004792,Ammecr1l,2,n.s.,-4.3,n.s.,-4,n.s.,-3,n.s.,-14,lower,-6,n.s.,-6,n.s.
MmuEX0004793,Ammecr1l,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0004794,Ammecr1l,2,n.s.,-0.9,n.s.,1,n.s.,1,n.s.,1,n.s.,2,n.s.,-2,n.s.
MmuEX0004795,Ammecr1l,NA,n.s.,NA,n.s.,0,n.s.,NA,n.s.,-1,n.s.,0,n.s.,0,n.s.
MmuEX0004796,Ammecr1l,6,n.s.,0.2,n.s.,1,n.s.,0,n.s.,-1,n.s.,8,n.s.,29,higher
MmuEX0042656,Slc16a6,-1,n.s.,-5.7,n.s.,2,n.s.,1,n.s.,2,n.s.,2,n.s.,-1,n.s.
MmuEX0028686,Metap1d,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0028687,Metap1d,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,n.s.,NA,NA,NA,n.s.
MmuEX0028688,Metap1d,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0028689,Metap1d,NA,n.s.,-1.2,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,-4,n.s.,-1,n.s.
MmuEX0031957,Nol4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0031958,Nol4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0040241,Rnpep,0,n.s.,-0.3,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0007534,BC057022,0,n.s.,0.4,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.,0,n.s.
MmuEX0002829,AW549877,NA,n.s.,-0.7,n.s.,0,n.s.,1,n.s.,0,n.s.,0,n.s.,1,n.s.
MmuEX0004293,Agrn,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0004294,Agrn,NA,NA,0.5,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0004295,Agrn,0,n.s.,-0.4,n.s.,-2,n.s.,0,n.s.,-2,n.s.,-1,n.s.,-1,n.s.
MmuEX0004296,Agrn,1,n.s.,-0.3,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.,NA,n.s.
MmuEX0030242,Mvk,0,n.s.,-0.6,n.s.,-1,n.s.,0,n.s.,-3,n.s.,1,n.s.,-1,n.s.
MmuEX0030243,Mvk,0,n.s.,-0.9,n.s.,-2,n.s.,0,n.s.,0,n.s.,0,n.s.,1,n.s.
MmuEX0030244,Mvk,0,n.s.,-0.3,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0028844,Mfsd9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0047624,Tmco7,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0047625,Tmco7,0,n.s.,-0.7,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.
MmuEX0047626,Tmco7,0,n.s.,-0.1,n.s.,0,n.s.,-1,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0047627,Tmco7,0,n.s.,-0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0047628,Tmco7,NA,n.s.,0.7,n.s.,NA,n.s.,-1,n.s.,NA,n.s.,-2,n.s.,1,n.s.
MmuEX0047629,Tmco7,-2,n.s.,-2.9,n.s.,0,n.s.,0,n.s.,-2,n.s.,0,n.s.,0,n.s.
MmuEX0047630,Tmco7,1,n.s.,-0.1,n.s.,4,n.s.,5,n.s.,2,n.s.,0,n.s.,-2,n.s.
MmuEX0047631,Tmco7,0,n.s.,0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0048262,Tnfrsf18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0035455,Pkp2,0,n.s.,-0.8,n.s.,0,n.s.,1,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0035456,Pkp2,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0035085,Pigs,0,n.s.,-0.9,n.s.,1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0035086,Pigs,-1,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0035087,Pigs,0,n.s.,0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0035088,Pigs,0,n.s.,-0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0054010,Znrf3,NA,n.s.,0.5,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0054011,Znrf3,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,NA,NA,NA
MmuEX0054012,Znrf3,NA,NA,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,NA,NA,NA
MmuEX0013824,Dcaf17,1,n.s.,0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0013825,Dcaf17,1,n.s.,0.2,n.s.,0,n.s.,-1,n.s.,0,n.s.,1,n.s.,-1,n.s.
MmuEX0013826,Dcaf17,0,n.s.,1.1,n.s.,-1,n.s.,-1,n.s.,2,n.s.,0,n.s.,-3,n.s.
MmuEX0013827,Dcaf17,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0000857,2310008H04Rik,3,n.s.,-0.9,n.s.,0,n.s.,-1,n.s.,-1,n.s.,NA,n.s.,NA,n.s.
MmuEX0000858,2310008H04Rik,1,n.s.,2.1,n.s.,0,n.s.,0,n.s.,-2,n.s.,0,n.s.,-1,n.s.
MmuEX0000859,2310008H04Rik,3,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,-1,n.s.,NA,n.s.
MmuEX0028763,Mettl8,0,n.s.,1.6,n.s.,1,n.s.,0,n.s.,1,n.s.,-3,n.s.,-9,n.s.
MmuEX0028764,Mettl8,0,n.s.,-0.8,n.s.,0,n.s.,1,n.s.,0,n.s.,1,n.s.,0,n.s.
MmuEX0005951,Arhgef11,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0005952,Arhgef11,-1,n.s.,0,n.s.,1,n.s.,2,n.s.,1,n.s.,0,n.s.,-2,n.s.
MmuEX0005953,Arhgef11,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA
MmuEX0005954,Arhgef11,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0005955,Arhgef11,0,n.s.,0.5,n.s.,0,n.s.,NA,n.s.,-1,n.s.,-1,n.s.,NA,n.s.
MmuEX0005956,Arhgef11,1,n.s.,-1.9,n.s.,0,n.s.,1,n.s.,-9,n.s.,1,n.s.,-1,n.s.
MmuEX0005957,Arhgef11,0,n.s.,-0.3,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,NA,n.s.
MmuEX0005958,Arhgef11,0,n.s.,-0.3,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,NA,n.s.
MmuEX0016717,Elmod1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0038803,Rapgef5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0038804,Rapgef5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0038805,Rapgef5,4,n.s.,-1.6,n.s.,-4,n.s.,-18,lower,-10,n.s.,-6,n.s.,-14,lower
MmuEX0038806,Rapgef5,1,n.s.,0.3,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.,6,n.s.
MmuEX0038807,Rapgef5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0047453,Tlk1,NA,n.s.,2.1,n.s.,2,n.s.,1,n.s.,0,n.s.,2,n.s.,2,n.s.
MmuEX0047454,Tlk1,1,n.s.,0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0047455,Tlk1,-2,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0047456,Tlk1,NA,n.s.,0.3,n.s.,1,n.s.,0,n.s.,0,n.s.,0,n.s.,NA,n.s.
MmuEX0003348,Acacb,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA
MmuEX0003349,Acacb,0,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0003350,Acacb,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0003351,Acacb,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0003352,Acacb,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0003353,Acacb,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA
MmuEX0003354,Acacb,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0003355,Acacb,NA,n.s.,2.2,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,n.s.
MmuEX0051897,Wdr41,-4,n.s.,1.6,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.,-25,lower
MmuEX0051898,Wdr41,3,n.s.,0.7,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0031071,Ncapg2,0,n.s.,1.2,n.s.,0,n.s.,-2,n.s.,-1,n.s.,1,n.s.,1,n.s.
MmuEX0031072,Ncapg2,0,n.s.,-0.4,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0031073,Ncapg2,-1,n.s.,0.3,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0031074,Ncapg2,0,n.s.,-0.7,n.s.,-1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0031075,Ncapg2,0,n.s.,-0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0028025,Mat2b,1,n.s.,-1,n.s.,-1,n.s.,0,n.s.,-2,n.s.,1,n.s.,-1,n.s.
MmuEX0012888,Csgalnact2,0,n.s.,-2,n.s.,-3,n.s.,-7,n.s.,-1,n.s.,2,n.s.,-5,n.s.
MmuEX0012889,Csgalnact2,0,n.s.,1.4,n.s.,-1,n.s.,NA,n.s.,NA,n.s.,2,n.s.,-1,n.s.
MmuEX0012890,Csgalnact2,2,n.s.,1.3,n.s.,0,n.s.,NA,n.s.,NA,n.s.,3,n.s.,-13,n.s.
MmuEX0015785,Dstyk,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0015786,Dstyk,1,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0015787,Dstyk,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0015788,Dstyk,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0051959,Wdr60,0,n.s.,2.2,n.s.,-1,n.s.,0,n.s.,-1,n.s.,NA,n.s.,NA,n.s.
MmuEX0051960,Wdr60,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0051961,Wdr60,0,n.s.,-4.4,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0051962,Wdr60,0,n.s.,0.6,n.s.,0,n.s.,0,n.s.,0,n.s.,NA,n.s.,NA,n.s.
MmuEX0051802,Wdr11,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,-3,n.s.,4,n.s.
MmuEX0051803,Wdr11,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0051804,Wdr11,0,n.s.,0.5,n.s.,0,n.s.,-1,n.s.,-2,n.s.,0,n.s.,-1,n.s.
MmuEX0051805,Wdr11,0,n.s.,0.6,n.s.,0,n.s.,-1,n.s.,0,n.s.,1,n.s.,0,n.s.
MmuEX0051806,Wdr11,0,n.s.,0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0053287,Zfp386,NA,n.s.,-0.8,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0030512,Myo3b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0030513,Myo3b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0047600,Tmcc2,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0045860,Svop,-1,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,0,n.s.,1,n.s.
MmuEX0006279,Arsb,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0053115,Zfp239,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0053116,Zfp239,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0053117,Zfp239,NA,NA,13.3,n.s.,10,n.s.,-12,lower,-3,n.s.,-10,n.s.,2,n.s.
MmuEX0053118,Zfp239,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0024953,Kank3,-5,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0024954,Kank3,4,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,3,n.s.
MmuEX0050468,Uggt2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0050469,Uggt2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0050470,Uggt2,0,n.s.,-0.7,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0050471,Uggt2,0,n.s.,-1,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0050472,Uggt2,16,higher,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0050473,Uggt2,-1,n.s.,3.9,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0050474,Uggt2,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0050475,Uggt2,0,n.s.,NA,n.s.,0,n.s.,0,n.s.,-2,n.s.,0,n.s.,0,n.s.
MmuEX0050476,Uggt2,-4,n.s.,-2.9,n.s.,-4,n.s.,-11,lower,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0050477,Uggt2,-7,n.s.,-4.8,n.s.,-2,n.s.,-7,n.s.,0,n.s.,NA,n.s.,NA,n.s.
MmuEX0024218,Inpp5f,2,n.s.,0.1,n.s.,0,n.s.,0,n.s.,1,n.s.,3,n.s.,2,n.s.
MmuEX0024219,Inpp5f,-1,n.s.,0.9,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.,1,n.s.
MmuEX0051657,Vwa1,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,NA
MmuEX0045039,Ssh1,0,n.s.,-0.4,n.s.,0,n.s.,1,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0045040,Ssh1,2,n.s.,0.5,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.,0,n.s.
MmuEX0038945,Rassf4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0036566,Ppig,8,n.s.,-4,n.s.,-3,n.s.,4,n.s.,0,n.s.,-2,n.s.,-12,lower
MmuEX0036567,Ppig,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0007389,BC024479,1,n.s.,3.7,n.s.,7,n.s.,1,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0016024,Dzip1,0,n.s.,-0.2,n.s.,0,n.s.,1,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0016025,Dzip1,0,n.s.,-0.5,n.s.,-2,n.s.,1,n.s.,0,n.s.,NA,n.s.,NA,n.s.
MmuEX0016026,Dzip1,0,n.s.,-0.1,n.s.,0,n.s.,1,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0016027,Dzip1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0016028,Dzip1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0033579,Papd4,0,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0007928,Bend6,3,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0031635,Nfrkb,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0031636,Nfrkb,0,n.s.,0.3,n.s.,4,n.s.,0,n.s.,NA,n.s.,4,n.s.,2,n.s.
MmuEX0031637,Nfrkb,0,n.s.,-0.5,n.s.,-4,n.s.,0,n.s.,NA,n.s.,0,n.s.,-1,n.s.
MmuEX0031638,Nfrkb,0,n.s.,-0.8,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0031639,Nfrkb,0,n.s.,0.3,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0031640,Nfrkb,2,n.s.,-0.8,n.s.,-1,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.
MmuEX0011840,Cmklr1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0043163,Slc35f2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0053347,Zfp451,0,n.s.,0.8,n.s.,1,n.s.,1,n.s.,0,n.s.,1,n.s.,1,n.s.
MmuEX0053348,Zfp451,NA,n.s.,-0.1,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0053349,Zfp451,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0043158,Slc35e2,0,n.s.,0.3,n.s.,0,n.s.,-1,n.s.,0,n.s.,0,n.s.,NA,n.s.
MmuEX0043159,Slc35e2,0,n.s.,0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0046454,Tbc1d22b,0,n.s.,-0.4,n.s.,0,n.s.,-2,n.s.,-1,n.s.,4,n.s.,3,n.s.
MmuEX0046455,Tbc1d22b,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0025329,Kdm5b,0,n.s.,0.1,n.s.,0,n.s.,1,n.s.,1,n.s.,0,n.s.,-1,n.s.
MmuEX0025330,Kdm5b,0,n.s.,-0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0025331,Kdm5b,0,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0025332,Kdm5b,0,n.s.,0.4,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0000038,0610010F05Rik,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0003217,Abhd14a,-1,n.s.,0.6,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,2,n.s.,-7,n.s.
MmuEX0003218,Abhd14a,1,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,-5,n.s.,-20,lower
MmuEX0018876,Fbxo38,2,n.s.,-0.1,n.s.,-1,n.s.,1,n.s.,1,n.s.,1,n.s.,7,n.s.
MmuEX0018877,Fbxo38,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0018878,Fbxo38,0,n.s.,-2.7,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.,-1,n.s.
MmuEX0018879,Fbxo38,NA,n.s.,NA,n.s.,NA,n.s.,-1,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0018880,Fbxo38,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0018881,Fbxo38,0,n.s.,-0.4,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0018882,Fbxo38,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0018883,Fbxo38,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.
MmuEX0005317,Anubl1,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,NA
MmuEX0007599,Bag2,1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,NA,n.s.,NA,n.s.
MmuEX0042089,Sgsm1,2,n.s.,0.1,n.s.,-1,n.s.,0,n.s.,-1,n.s.,-1,n.s.,-2,n.s.
MmuEX0042090,Sgsm1,0,n.s.,0.2,n.s.,-1,n.s.,-1,n.s.,-4,n.s.,0,n.s.,-3,n.s.
MmuEX0004789,Ammecr1,0,n.s.,0.1,n.s.,1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0004790,Ammecr1,-1,n.s.,0.5,n.s.,0,n.s.,1,n.s.,0,n.s.,1,n.s.,-1,n.s.
MmuEX0027365,Lyn,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA
MmuEX0027366,Lyn,-5,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0027367,Lyn,-2,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,NA,NA,NA,NA,NA
MmuEX0027368,Lyn,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0038456,Rabif,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0000710,2010015L04Rik,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0000711,2010015L04Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0047583,Tmc7,NA,NA,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA
MmuEX0047584,Tmc7,NA,NA,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA
MmuEX0047585,Tmc7,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0047586,Tmc7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0047587,Tmc7,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0004094,Adrbk2,2,n.s.,2.1,n.s.,1,n.s.,-6,n.s.,-6,n.s.,0,n.s.,-1,n.s.
MmuEX0004095,Adrbk2,0,n.s.,0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0004096,Adrbk2,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0004097,Adrbk2,1,n.s.,-1,n.s.,1,n.s.,-2,n.s.,-1,n.s.,2,n.s.,-4,n.s.
MmuEX0004098,Adrbk2,1,n.s.,0.5,n.s.,1,n.s.,-1,n.s.,0,n.s.,1,n.s.,1,n.s.
MmuEX0034629,Pglyrp4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0011433,Cilp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0001316,3110082D06Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0024530,Isl1,0,n.s.,1.4,n.s.,-2,n.s.,-1,n.s.,-1,n.s.,1,n.s.,0,n.s.
MmuEX0041805,Sestd1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0024571,Itga1,1,n.s.,0.5,n.s.,0,n.s.,1,n.s.,1,n.s.,1,n.s.,-4,n.s.
MmuEX0024572,Itga1,0,n.s.,-0.8,n.s.,5,n.s.,12,n.s.,7,n.s.,-1,n.s.,-9,n.s.
MmuEX0024573,Itga1,0,n.s.,0.3,n.s.,0,n.s.,1,n.s.,1,n.s.,-1,n.s.,-3,n.s.
MmuEX0024574,Itga1,0,n.s.,0,n.s.,0,n.s.,1,n.s.,1,n.s.,0,n.s.,-1,n.s.
MmuEX0024575,Itga1,0,n.s.,-0.4,n.s.,1,n.s.,1,n.s.,0,n.s.,2,n.s.,-4,n.s.
MmuEX0024576,Itga1,0,n.s.,1.1,n.s.,0,n.s.,-1,n.s.,0,n.s.,-1,n.s.,-6,n.s.
MmuEX0024577,Itga1,0,n.s.,0,n.s.,1,n.s.,1,n.s.,1,n.s.,1,n.s.,0,n.s.
MmuEX0045186,Stab1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
