VastDB.ID,gene,length,chrom,start,end,strand,neural.trend,ASD.trend
MmuEX0046510,Tbc1d8b,241,chrX,136240721,136246792,+,NA,NA
MmuEX0003058,Abcb4,151,chr5,8896628,8905974,+,NA,NA
MmuEX0003059,Abcb4,192,chr5,8906033,8909101,+,NA,NA
MmuEX0003060,Abcb4,172,chr5,8910744,8918658,+,NA,NA
MmuEX0046699,Tcfap2e,108,chr4,126399322,126411843,-,NA,NA
MmuEX0046700,Tcfap2e,223,chr4,126397849,126411843,-,NA,NA
MmuEX0026303,Leo1,105,chr9,75293801,75296108,+,NA,NA
MmuEX0026304,Leo1,135,chr9,75302526,75304864,+,NA,NA
MmuEX0011786,Clspn,192,chr4,126243826,126250379,+,NA,NA
MmuEX0011787,Clspn,176,chr4,126250592,126252338,+,NA,NA
MmuEX0011788,Clspn,78,chr4,126239164,126242176,+,NA,NA
MmuEX0046383,Tbc1d10b,57,chr7,134347355,134350963,-,NA,NA
MmuEX0036935,Prdm10,199,chr9,31088248,31121011,+,NA,NA
MmuEX0036936,Prdm10,348,chr9,31149070,31156696,+,Neural-low,NA
MmuEX0036937,Prdm10,171,chr9,31154726,31156696,+,NA,NA
MmuEX0036938,Prdm10,141,chr9,31167505,31169915,+,NA,NA
MmuEX0036939,Prdm10,169,chr9,31168547,31178408,+,NA,NA
MmuEX0036940,Prdm10,204,chr9,31135143,31142901,+,NA,NA
MmuEX0013550,D330045A20Rik,193,chrX,136027323,136041230,+,NA,NA
MmuEX0013551,D330045A20Rik,109,chrX,136031859,136041539,+,NA,NA
MmuEX0013552,D330045A20Rik,165,chrX,136046189,136048772,+,NA,NA
MmuEX0016539,Eif2c4,137,chr4,126194216,126194619,-,NA,NA
MmuEX0016540,Eif2c4,88,chr4,126189912,126194080,-,NA,NA
MmuEX0016541,Eif2c4,148,chr4,126189363,126193130,-,NA,NA
MmuEX0016542,Eif2c4,468,chr4,126189912,126193130,-,NA,NA
MmuEX0012528,Cpa6,136,chr1,10479031,10585700,-,NA,NA
MmuEX0012529,Cpa6,125,chr1,10474145,10585700,-,NA,NA
MmuEX0010185,Cd2bp2,136,chr7,134338416,134338874,-,NA,NA
MmuEX0050869,Usp22,150,chr11,60968016,60969269,-,NA,NA
MmuEX0008479,C130039O16Rik,89,chr12,85497527,85499925,-,NA,NA
MmuEX0008480,C130039O16Rik,150,chr12,85496058,85499204,-,NA,NA
MmuEX0014897,Dmtf1,117,chr5,9151919,9161613,-,NA,NA
MmuEX0014898,Dmtf1,115,chr5,9136143,9140385,-,NA,NA
MmuEX0025743,Klhl14,90,chr18,21724091,21783077,-,NA,NA
MmuEX0030217,Mum1l1,161,chrX,135747778,135765824,+,NA,NA
MmuEX0030218,Mum1l1,129,chrX,135747778,135768217,+,NA,NA
MmuEX0050116,Ubap2l,76,chr3,89851822,89856376,-,NA,NA
MmuEX0050117,Ubap2l,199,chr3,89825439,89828984,-,NA,NA
MmuEX0050118,Ubap2l,73,chr3,89819420,89821036,-,NA,NA
MmuEX0050119,Ubap2l,102,chr3,89810540,89812177,-,NA,NA
MmuEX0050120,Ubap2l,74,chr3,89804914,89805739,-,NA,NA
MmuEX0015244,Dnalc1,39,chr12,85455350,85465424,+,NA,NA
MmuEX0045740,Sun2,94,chr15,79566356,79567902,-,NA,NA
MmuEX0045741,Sun2,80,chr15,79564666,79567495,-,NA,NA
MmuEX0045742,Sun2,128,chr15,79560775,79566275,-,NA,NA
MmuEX0045743,Sun2,78,chr15,79559507,79560519,-,NA,NA
MmuEX0045744,Sun2,166,chr15,79558515,79559462,-,NA,NA
MmuEX0045745,Sun2,93,chr15,79555991,79557220,-,NA,NA
MmuEX0025065,Kcnj12,285,chr11,60879480,60882629,+,NA,NA
MmuEX0021447,Golga7b,102,chr19,42322127,42330380,+,NA,NA
MmuEX0022155,Gtpbp1,193,chr15,79521529,79524585,+,NA,NA
MmuEX0022156,Gtpbp1,58,chr15,79524698,79537421,+,NA,NA
MmuEX0042288,Shfm1,192,chr6,6510502,6528478,-,NA,NA
MmuEX0006500,Asxl1,59,chr2,153172127,153177924,+,NA,NA
MmuEX0001899,4933432B09Rik,129,chr15,79443012,79448125,-,NA,NA
MmuEX0031435,Nek10,65,chr14,15690375,15693252,+,NA,NA
MmuEX0031436,Nek10,103,chr14,15691874,15693439,+,NA,NA
MmuEX0031437,Nek10,76,chr14,15698250,15763088,+,NA,NA
MmuEX0031438,Nek10,111,chr14,15813130,15831597,+,NA,NA
MmuEX0031439,Nek10,79,chr14,15673119,15676360,+,NA,NA
MmuEX0014509,Dhrs7b,48,chr11,60651432,60657666,+,NA,NA
MmuEX0014510,Dhrs7b,110,chr11,60662707,60665243,+,NA,NA
MmuEX0029016,Mier2,89,chr10,79010470,79011530,-,NA,NA
MmuEX0050183,Ube2q1,111,chr3,89577961,89579998,+,NA,NA
MmuEX0050184,Ube2q1,105,chr3,89577961,89580433,+,NA,NA
MmuEX0050185,Ube2q1,61,chr3,89583762,89584608,+,NA,NA
MmuEX0047265,Thsd7b,811,chr1,131327547,131509686,+,NA,NA
MmuEX0047266,Thsd7b,195,chr1,131719273,131817824,+,NA,NA
MmuEX0047267,Thsd7b,142,chr1,132013288,132059396,+,NA,NA
MmuEX0047268,Thsd7b,160,chr1,132077075,132086432,+,NA,NA
MmuEX0047269,Thsd7b,88,chr1,132091877,132114675,+,NA,NA
MmuEX0013217,Cux2,75,chr5,122374925,122500024,-,NA,NA
MmuEX0013218,Cux2,49,chr5,122329929,122334015,-,NA,NA
MmuEX0013219,Cux2,103,chr5,122329929,122332781,-,NA,NA
MmuEX0013220,Cux2,111,chr5,122371371,122493778,-,NA,NA
MmuEX0013221,Cux2,79,chr5,122337498,122371322,-,NA,NA
MmuEX0024343,Ipo11,144,chr13,107709705,107726839,-,NA,NA
MmuEX0024344,Ipo11,49,chr13,107685956,107688998,-,NA,NA
MmuEX0024345,Ipo11,44,chr13,107676838,107681695,-,NA,NA
MmuEX0024346,Ipo11,91,chr13,107673654,107679442,-,NA,NA
MmuEX0024347,Ipo11,116,chr13,107651018,107660754,-,NA,NA
MmuEX0024348,Ipo11,101,chr13,107700897,107715092,-,NA,NA
MmuEX0024349,Ipo11,96,chr13,107637540,107646817,-,NA,NA
MmuEX0018238,Fam199x,267,chrX,133606715,133610018,+,NA,NA
MmuEX0046698,Tcfap2d,498,chr1,19093376,19098330,+,NA,NA
MmuEX0024889,Jhdm1d,251,chr6,39125480,39131526,-,NA,NA
MmuEX0024890,Jhdm1d,209,chr6,39095554,39097186,-,NA,NA
MmuEX0024891,Jhdm1d,161,chr6,39120910,39125361,-,NA,NA
MmuEX0024892,Jhdm1d,187,chr6,39119103,39120767,-,NA,NA
MmuEX0024893,Jhdm1d,163,chr6,39116754,39120122,-,NA,NA
MmuEX0007064,Atxn2,37,chr5,122162286,122197418,+,NA,inconsistent
MmuEX0007065,Atxn2,68,chr5,122222798,122227378,+,NA,NA
MmuEX0007066,Atxn2,179,chr5,122228115,122231341,+,NA,NA
MmuEX0007067,Atxn2,133,chr5,122252275,122256230,+,NA,NA
MmuEX0007068,Atxn2,45,chr5,122247801,122252089,+,NA,NA
MmuEX0007069,Atxn2,63,chr5,122163034,122195731,+,NA,NA
MmuEX0007070,Atxn2,169,chr5,122261622,122264346,+,NA,inconsistent
MmuEX0007071,Atxn2,60,chr5,122195769,122197933,+,NA,NA
MmuEX0007072,Atxn2,151,chr5,122198006,122222675,+,NA,NA
MmuEX0022946,Hirip3,121,chr7,134006031,134006331,+,NA,NA
MmuEX0022947,Hirip3,109,chr7,134006235,134006682,+,NA,NA
MmuEX0022948,Hirip3,166,chr7,134007765,134008076,+,NA,NA
MmuEX0045491,Stk40,287,chr4,125781391,125795517,+,NA,NA
MmuEX0045492,Stk40,67,chr4,125781391,125800959,+,NA,NA
MmuEX0045493,Stk40,86,chr4,125801080,125802918,+,NA,NA
MmuEX0033858,Pbxip1,85,chr3,89240703,89247043,+,NA,NA
MmuEX0033859,Pbxip1,132,chr3,89250096,89250967,+,NA,NA
MmuEX0033860,Pbxip1,160,chr3,89247439,89249373,+,NA,NA
MmuEX0027521,Maff,197,chr15,79178185,79187396,+,NA,NA
MmuEX0040922,Safb2,658,chr17,56714376,56716300,-,NA,inconsistent
MmuEX0040923,Safb2,64,chr17,56710973,56713624,-,NA,NA
MmuEX0040924,Safb2,150,chr17,56710743,56713624,-,NA,NA
MmuEX0053774,Zfyve1,925,chr12,84916087,84937946,-,NA,NA
MmuEX0053775,Zfyve1,107,chr12,84896660,84909798,-,NA,NA
MmuEX0053776,Zfyve1,181,chr12,84891885,84893325,-,NA,NA
MmuEX0053777,Zfyve1,215,chr12,84899671,84915581,-,NA,NA
MmuEX0035515,Pla2g6,80,chr15,79148441,79158518,-,NA,NA
MmuEX0035516,Pla2g6,109,chr15,79133128,79136713,-,NA,NA
MmuEX0035517,Pla2g6,164,chr15,79127880,79133048,-,NA,NA
MmuEX0035518,Pla2g6,853,chr15,79120146,79127728,-,NA,NA
MmuEX0035519,Pla2g6,184,chr15,79139287,79143377,-,NA,inconsistent
MmuEX0019311,Flad1,190,chr3,89207392,89209776,-,NA,inconsistent
MmuEX0024745,Itpr3,142,chr17,27228599,27230119,+,NA,NA
MmuEX0024746,Itpr3,183,chr17,27232529,27234906,+,NA,NA
MmuEX0024747,Itpr3,142,chr17,27235404,27236544,+,NA,NA
MmuEX0024748,Itpr3,58,chr17,27238180,27239711,+,NA,NA
MmuEX0024749,Itpr3,149,chr17,27247967,27248408,+,NA,NA
MmuEX0006274,Arrdc4,103,chr7,75886788,75889667,-,NA,NA
MmuEX0051950,Wdr55,101,chr18,36920135,36921819,+,NA,NA
MmuEX0015893,Dusp15,152,chr2,152772074,152774773,-,NA,NA
MmuEX0015894,Dusp15,75,chr2,152770059,152772023,-,NA,NA
MmuEX0013940,Dcst1,143,chr3,89156503,89157187,-,NA,NA
MmuEX0052572,Ypel3,109,chr7,133921612,133923540,+,NA,NA
MmuEX0052719,Zc3h12a,477,chr4,124799638,124805010,-,NA,NA
MmuEX0030424,Myo15,126,chr11,60306590,60307660,+,NA,NA
MmuEX0030425,Myo15,74,chr11,60324144,60324626,+,NA,NA
MmuEX0018383,Fam59a,141,chr18,21327368,21458150,-,NA,NA
MmuEX0018384,Fam59a,131,chr18,21307406,21394501,-,NA,NA
MmuEX0041578,Selk,139,chr14,30781893,30783211,+,NA,NA
MmuEX0032185,Npl,84,chr1,155384632,155396777,-,NA,inconsistent
MmuEX0024925,Jph1,644,chr1,16987641,17006119,-,NA,NA
MmuEX0032886,Obfc1,96,chr19,47599246,47610685,-,NA,NA
MmuEX0014624,Dhx9,142,chr1,155316087,155318749,-,NA,NA
MmuEX0014625,Dhx9,116,chr1,155304862,155305389,-,NA,NA
MmuEX0014626,Dhx9,118,chr1,155326112,155329871,-,NA,NA
MmuEX0014627,Dhx9,149,chr1,155322840,155325995,-,NA,NA
MmuEX0042419,Sipa1l1,66,chr12,83271064,83366943,+,NA,n.s.
MmuEX0042420,Sipa1l1,275,chr12,83497754,83503896,+,NA,NA
MmuEX0042421,Sipa1l1,104,chr12,83473530,83488541,+,NA,NA
MmuEX0042422,Sipa1l1,240,chr12,83526443,83534675,+,NA,NA
MmuEX0042423,Sipa1l1,238,chr12,83335516,83366943,+,NA,NA
MmuEX0042424,Sipa1l1,122,chr12,83335516,83366943,+,NA,NA
MmuEX0012370,Commd10,119,chr18,47120161,47123313,+,NA,NA
MmuEX0012371,Commd10,111,chr18,47127550,47245905,+,NA,NA
MmuEX0012372,Commd10,330,chr18,47127550,47150132,+,NA,NA
MmuEX0000394,1700012A16Rik,194,chr1,155284761,155286078,+,NA,NA
MmuEX0000395,1700012A16Rik,123,chr1,155295105,155299342,+,NA,NA
MmuEX0006997,Atpaf2,63,chr11,60223133,60230252,-,NA,NA
MmuEX0030735,Naa25,169,chr5,121848072,121857201,+,NA,NA
MmuEX0030736,Naa25,86,chr5,121848072,121858205,+,NA,n.s.
MmuEX0030737,Naa25,90,chr5,121873752,121875979,+,NA,NA
MmuEX0030738,Naa25,244,chr5,121881595,121885468,+,NA,NA
MmuEX0030739,Naa25,111,chr5,121887715,121889343,+,NA,NA
MmuEX0030740,Naa25,75,chr5,121859214,121864497,+,NA,NA
MmuEX0030741,Naa25,79,chr5,121864606,121867385,+,NA,NA
MmuEX0027750,Map3k9,414,chr12,82844966,82881476,-,NA,NA
MmuEX0027751,Map3k9,154,chr12,82826822,82831523,-,NA,NA
MmuEX0027752,Map3k9,69,chr12,82826822,82830669,-,Neural-high,n.s.
MmuEX0027753,Map3k9,129,chr12,82826822,82830669,-,NA,NA
MmuEX0048732,Trafd1,65,chr5,121829691,121835533,-,NA,NA
MmuEX0048733,Trafd1,231,chr5,121824077,121825804,-,NA,NA
MmuEX0048734,Trafd1,121,chr5,121823484,121825024,-,NA,NA
MmuEX0048735,Trafd1,54,chr5,121828911,121829554,-,NA,NA
MmuEX0052030,Wdr74,146,chr19,8813993,8814585,+,NA,NA
MmuEX0052031,Wdr74,76,chr19,8810788,8812337,+,NA,NA
MmuEX0042113,Sgtb,38,chr13,104922309,104924919,+,NA,NA
MmuEX0042114,Sgtb,84,chr13,104924722,104929819,+,NA,NA
MmuEX0042115,Sgtb,139,chr13,104919414,104922245,+,NA,NA
MmuEX0042116,Sgtb,63,chr13,104922156,104924683,+,NA,NA
MmuEX0020908,Gm15800,90,chr5,121704388,121709813,+,NA,NA
MmuEX0020909,Gm15800,71,chr5,121736875,121741203,+,NA,NA
MmuEX0020910,Gm15800,105,chr5,121751898,121753540,+,NA,NA
MmuEX0020911,Gm15800,105,chr5,121755874,121756950,+,NA,NA
MmuEX0020912,Gm15800,190,chr5,121765158,121767210,+,NA,NA
MmuEX0020913,Gm15800,183,chr5,121770110,121772200,+,NA,NA
MmuEX0020914,Gm15800,104,chr5,121774043,121778093,+,NA,NA
MmuEX0020915,Gm15800,171,chr5,121714033,121723615,+,NA,NA
MmuEX0020916,Gm15800,149,chr5,121778256,121779073,+,NA,NA
MmuEX0020917,Gm15800,161,chr5,121783559,121784345,+,NA,NA
MmuEX0020918,Gm15800,124,chr5,121805679,121808152,+,NA,NA
MmuEX0020919,Gm15800,191,chr5,121806336,121809305,+,NA,NA
MmuEX0020920,Gm15800,164,chr5,121812949,121814544,+,NA,NA
MmuEX0031907,Nmnat2,68,chr1,154959374,154962697,+,NA,NA
MmuEX0047664,Tmem108,86,chr9,103402539,103655184,-,NA,NA
MmuEX0027656,Maneal,117,chr4,124536452,124537607,-,NA,NA
MmuEX0048926,Trim46,298,chr3,89039215,89041538,-,Neural-high,NA
MmuEX0048927,Trim46,262,chr3,89047850,89049041,-,NA,inconsistent
MmuEX0048928,Trim46,344,chr3,89046441,89048071,-,NA,NA
MmuEX0048929,Trim46,96,chr3,89043447,89046296,-,NA,NA
MmuEX0043949,Smg7,137,chr1,154717922,154749638,-,NA,NA
MmuEX0043950,Smg7,32,chr1,154715500,154749638,-,NA,n.s.
MmuEX0043951,Smg7,84,chr1,154713844,154715381,-,NA,NA
MmuEX0043952,Smg7,92,chr1,154708983,154713710,-,NA,NA
MmuEX0043953,Smg7,103,chr1,154707652,154708810,-,NA,n.s.
MmuEX0017606,Exog,66,chr9,119356217,119357506,+,NA,NA
MmuEX0040146,Rnf214,114,chr9,45708340,45714434,-,NA,NA
MmuEX0040147,Rnf214,46,chr9,45706575,45712888,-,NA,NA
MmuEX0026367,Lgr6,72,chr1,136969534,137001505,-,NA,NA
MmuEX0026368,Lgr6,72,chr1,136960270,137001505,-,NA,NA
MmuEX0026369,Lgr6,69,chr1,136897127,136899776,-,NA,NA
MmuEX0026370,Lgr6,126,chr1,136890607,136894229,-,NA,NA
MmuEX0026371,Lgr6,81,chr1,136884769,136890445,-,NA,NA
MmuEX0026372,Lgr6,216,chr1,136918424,136960197,-,NA,NA
MmuEX0005637,Aqp11,117,chr7,104875215,104885878,-,NA,NA
MmuEX0022677,Hecw2,327,chr1,54007766,54251142,-,NA,NA
MmuEX0022678,Hecw2,96,chr1,53971477,53982153,-,NA,NA
MmuEX0022679,Hecw2,95,chr1,53993978,54007657,-,NA,NA
MmuEX0022680,Hecw2,140,chr1,53984010,53989962,-,NA,NA
MmuEX0025895,Krba1,153,chr6,48361794,48363076,+,NA,inconsistent
MmuEX0025896,Krba1,81,chr6,48362426,48363076,+,NA,NA
MmuEX0025897,Krba1,120,chr6,48353010,48353989,+,NA,NA
MmuEX0025898,Krba1,150,chr6,48353497,48355232,+,NA,NA
MmuEX0025899,Krba1,156,chr6,48354140,48356295,+,NA,NA
MmuEX0019356,Flt3,203,chr5,148187335,148194960,-,NA,NA
MmuEX0019357,Flt3,140,chr5,148180920,148182032,-,NA,NA
MmuEX0019133,Fgf11,199,chr11,69611775,69612853,-,NA,NA
MmuEX0004691,Alkbh6,81,chr7,31093854,31094499,+,NA,NA
MmuEX0004692,Alkbh6,152,chr7,31096920,31097609,+,NA,n.s.
MmuEX0013447,D0H4S114,111,chr18,33602891,33621674,-,NA,NA
MmuEX0013448,D0H4S114,153,chr18,33602548,33621674,-,NA,NA
MmuEX0026393,Lhfpl4,486,chr6,113126677,113145208,-,NA,NA
MmuEX0019565,Foxo4,135,chrX,98450613,98451451,+,NA,NA
MmuEX0019566,Foxo4,146,chrX,98450613,98453515,+,NA,NA
MmuEX0021821,Greb1l,186,chr18,10501077,10509080,+,NA,NA
MmuEX0021822,Greb1l,166,chr18,10547484,10554821,+,NA,NA
MmuEX0021823,Greb1l,201,chr18,10556026,10558783,+,NA,NA
MmuEX0016426,Egflam,101,chr15,7201295,7203427,-,NA,NA
MmuEX0016427,Egflam,118,chr15,7254061,7266398,-,NA,NA
MmuEX0032074,Notum,61,chr11,120519259,120519963,-,NA,NA
MmuEX0026655,Loh12cr1,144,chr6,134589706,134635981,+,NA,n.s.
MmuEX0031699,Nhlrc3,201,chr3,53260440,53265553,-,NA,NA
MmuEX0038907,Rasef,229,chr4,73417337,73436427,-,NA,NA
MmuEX0016242,Edem3,155,chr1,153651574,153652979,+,NA,NA
MmuEX0016243,Edem3,126,chr1,153639556,153642109,+,NA,NA
MmuEX0049210,Trpv3,74,chr11,73101772,73105070,+,NA,NA
MmuEX0009857,Ccdc63,175,chr5,122580415,122587872,-,NA,NA
MmuEX0009858,Ccdc63,198,chr5,122563218,122566818,-,NA,NA
MmuEX0047832,Tmem18,55,chr12,31270456,31273338,+,NA,NA
MmuEX0044678,Spice1,62,chr16,44347620,44355552,+,NA,NA
MmuEX0044679,Spice1,144,chr16,44356306,44365696,+,NA,NA
MmuEX0015628,Dpy19l1,58,chr9,24258342,24278217,-,NA,NA
MmuEX0015629,Dpy19l1,92,chr9,24255200,24267020,-,NA,NA
MmuEX0015630,Dpy19l1,100,chr9,24252309,24258249,-,NA,NA
MmuEX0015631,Dpy19l1,87,chr9,24243633,24252230,-,NA,inconsistent
MmuEX0015632,Dpy19l1,81,chr9,24238885,24243572,-,NA,NA
MmuEX0015633,Dpy19l1,25,chr9,24229290,24234874,-,NA,NA
MmuEX0015634,Dpy19l1,120,chr9,24227632,24230577,-,NA,NA
MmuEX0015635,Dpy19l1,138,chr9,24279898,24289457,-,NA,NA
MmuEX0023946,Il17re,52,chr6,113418500,113419023,+,NA,NA
MmuEX0023947,Il17re,176,chr6,113414822,113415973,+,NA,NA
MmuEX0053665,Zfp866,61,chr8,72267510,72268359,-,NA,NA
MmuEX0053666,Zfp866,138,chr8,72268487,72290540,-,NA,NA
MmuEX0027171,Lrrn4,132,chr2,132697895,132703748,-,NA,NA
MmuEX0002516,A530016L24Rik,129,chr12,113727917,113733198,+,NA,NA
MmuEX0029364,Mobkl1b,164,chr6,83284204,83290169,+,NA,NA
MmuEX0024541,Ispd,132,chr12,37248639,37414835,+,NA,NA
MmuEX0024542,Ispd,54,chr12,37117210,37152875,+,NA,NA
MmuEX0024543,Ispd,105,chr12,37153026,37203286,+,NA,NA
MmuEX0024544,Ispd,46,chr12,37199794,37228564,+,NA,NA
MmuEX0024545,Ispd,95,chr12,37203333,37248019,+,NA,NA
MmuEX0024546,Ispd,90,chr12,37228660,37248545,+,NA,NA
MmuEX0036760,Ppp2r3a,267,chr9,101088367,101113460,-,NA,NA
MmuEX0036761,Ppp2r3a,87,chr9,101051069,101077657,-,NA,NA
MmuEX0001355,4732471D19Rik,153,chr13,54605366,54625330,+,NA,NA
MmuEX0053907,Zmpste24,105,chr4,120738563,120747077,-,NA,NA
MmuEX0017898,Fam124b,221,chr1,80212965,80215015,-,NA,NA
MmuEX0050684,Upf2,90,chr2,5909519,5924590,+,NA,NA
MmuEX0050685,Upf2,179,chr2,5924700,5931360,+,NA,NA
MmuEX0050686,Upf2,204,chr2,5944515,5948258,+,NA,NA
MmuEX0050687,Upf2,195,chr2,5894676,5900819,+,NA,NA
MmuEX0050688,Upf2,104,chr2,5900970,5909432,+,NA,NA
MmuEX0050689,Upf2,86,chr2,5904142,5924590,+,NA,NA
MmuEX0017926,Fam129c,191,chr8,74126826,74127819,+,NA,NA
MmuEX0017927,Fam129c,117,chr8,74127979,74128826,+,NA,NA
MmuEX0017928,Fam129c,89,chr8,74129618,74130559,+,NA,NA
MmuEX0017929,Fam129c,84,chr8,74129618,74131439,+,NA,NA
MmuEX0017930,Fam129c,116,chr8,74126166,74126459,+,NA,NA
MmuEX0017931,Fam129c,105,chr8,74126388,74126662,+,NA,NA
MmuEX0017566,Exoc3l,125,chr8,107814051,107814348,-,NA,NA
MmuEX0017567,Exoc3l,126,chr8,107816650,107816961,-,NA,NA
MmuEX0035097,Pigv,123,chr4,133221695,133228233,-,NA,NA
MmuEX0035098,Pigv,332,chr4,133221695,133225652,-,NA,NA
MmuEX0017984,Fam13c,57,chr10,69903824,69913774,+,NA,NA
MmuEX0017985,Fam13c,202,chr10,69911563,69939901,+,NA,NA
MmuEX0050446,Uevld,145,chr7,54193435,54199157,-,NA,NA
MmuEX0047667,Tmem11,92,chr11,60678851,60689261,-,NA,NA
MmuEX0028616,Mei4,536,chr9,81783975,81872732,+,NA,NA
MmuEX0028617,Mei4,132,chr9,81821241,81919125,+,NA,NA
MmuEX0007213,B3galnt1,163,chr3,69383314,69402723,-,NA,NA
MmuEX0007214,B3galnt1,115,chr3,69383314,69402723,-,NA,NA
MmuEX0007215,B3galnt1,837,chr3,69400923,69402323,-,NA,NA
MmuEX0025073,Kcnj6,921,chr16,94984293,95162787,-,NA,NA
MmuEX0018755,Fbrsl1,150,chr5,110825094,110845048,-,NA,NA
MmuEX0018756,Fbrsl1,39,chr5,110810666,110825063,-,NA,NA
MmuEX0018757,Fbrsl1,46,chr5,110808613,110825063,-,NA,NA
MmuEX0019257,Filip1l,256,chr16,57391461,57507661,+,NA,NA
MmuEX0019258,Filip1l,179,chr16,57507836,57569762,+,NA,NA
MmuEX0021750,Gprasp1,40,chrX,132278062,132279037,+,NA,NA
MmuEX0021751,Gprasp1,51,chrX,132283322,132286483,+,NA,NA
MmuEX0047706,Tmem130,36,chr5,145513317,145516079,-,NA,NA
MmuEX0022834,Hfm1,102,chr5,107351930,107355215,-,NA,NA
MmuEX0022835,Hfm1,146,chr5,107322564,107324962,-,NA,NA
MmuEX0022836,Hfm1,86,chr5,107303306,107307609,-,NA,NA
MmuEX0022837,Hfm1,84,chr5,107303111,107303861,-,NA,NA
MmuEX0022838,Hfm1,152,chr5,107269748,107271478,-,NA,NA
MmuEX0051051,Usp48,83,chr4,137166739,137169596,+,NA,NA
MmuEX0051052,Usp48,92,chr4,137189810,137190812,+,NA,NA
MmuEX0051053,Usp48,134,chr4,137190924,137192848,+,NA,NA
MmuEX0021675,Gpr149,193,chr3,62399179,62407514,-,NA,NA
MmuEX0021676,Gpr149,449,chr3,62335031,62406437,-,NA,NA
MmuEX0053437,Zfp536,70,chr7,38434817,38554614,-,NA,inconsistent
MmuEX0053438,Zfp536,112,chr7,38355011,38501591,-,NA,NA
MmuEX0052670,Zbtb37,172,chr1,162962896,162964908,-,NA,NA
MmuEX0052671,Zbtb37,137,chr1,162939623,162949614,-,NA,NA
MmuEX0044393,Sorcs1,106,chr19,50218638,50243008,-,NA,NA
MmuEX0044394,Sorcs1,74,chr19,50362644,50407948,-,NA,NA
MmuEX0041871,Setx,110,chr2,28985911,28994739,+,NA,NA
MmuEX0041872,Setx,51,chr2,28989552,28994739,+,NA,NA
MmuEX0041873,Setx,88,chr2,28999582,29000122,+,NA,NA
MmuEX0041874,Setx,168,chr2,29012741,29014360,+,NA,NA
MmuEX0041875,Setx,90,chr2,29017386,29018497,+,NA,NA
MmuEX0041876,Setx,112,chr2,28981070,28982393,+,NA,NA
MmuEX0041877,Setx,211,chr2,28982584,28989441,+,NA,NA
MmuEX0009209,Casc1,337,chr6,145134413,145141321,-,NA,NA
MmuEX0018046,Fam164a,100,chr3,7526418,7528584,+,NA,NA
MmuEX0018047,Fam164a,100,chr3,7528130,7539075,+,NA,NA
MmuEX0018048,Fam164a,117,chr3,7528685,7539075,+,NA,n.s.
MmuEX0001805,4932442L08Rik,97,chrX,91604880,91610997,-,NA,NA
MmuEX0018819,Fbxl7,90,chr15,26482808,26824767,-,NA,NA
MmuEX0018820,Fbxl7,83,chr15,26482808,26719267,-,NA,NA
MmuEX0028312,Mdga1,270,chr17,29983596,29986584,-,NA,NA
MmuEX0003542,Acpl2,140,chr9,96726042,96739504,-,NA,NA
MmuEX0003543,Acpl2,132,chr9,96740537,96789777,-,NA,NA
MmuEX0003544,Acpl2,69,chr9,96756919,96761209,-,NA,NA
MmuEX0050638,Unc5cl,446,chr17,48594298,48599809,+,NA,NA
MmuEX0050392,Ubxn10,148,chr4,138277294,138281095,-,NA,NA
MmuEX0016208,Ecm2,189,chr13,49610469,49615940,+,NA,NA
MmuEX0003860,Adamts3,28,chr5,90290731,90311846,-,NA,NA
MmuEX0003861,Adamts3,176,chr5,90129566,90131958,-,NA,NA
MmuEX0003862,Adamts3,84,chr5,90122228,90127228,-,NA,NA
MmuEX0003863,Adamts3,81,chr5,90122228,90127228,-,NA,NA
MmuEX0039089,Rbm20,87,chr19,53918335,53925666,+,NA,NA
MmuEX0039090,Rbm20,80,chr19,53909270,53917712,+,NA,NA
MmuEX0032226,Npsr1,87,chr9,24104920,24117616,+,NA,NA
MmuEX0032227,Npsr1,133,chr9,23926319,23944472,+,NA,NA
MmuEX0048544,Tox3,63,chr8,92794383,92871761,-,NA,NA
MmuEX0014722,Diras1,161,chr10,80485216,80488083,-,NA,NA
MmuEX0015643,Dpy19l3,142,chr7,36534893,36539273,-,NA,NA
MmuEX0015644,Dpy19l3,74,chr7,36497039,36499144,-,NA,NA
MmuEX0015645,Dpy19l3,112,chr7,36492457,36493553,-,NA,NA
MmuEX0015646,Dpy19l3,159,chr7,36475962,36480300,-,NA,NA
MmuEX0015647,Dpy19l3,91,chr7,36512431,36534758,-,NA,NA
MmuEX0025148,Kcns3,190,chr12,11099562,11156990,-,NA,NA
MmuEX0012342,Col6a6,36,chr9,105617542,105619003,-,NA,NA
MmuEX0012343,Col6a6,561,chr9,105683502,105685959,-,NA,NA
MmuEX0037780,Ptpn11,63,chr5,121622113,121641210,-,NA,NA
MmuEX0000290,1520401A03Rik,30,chr17,23850672,23851528,-,NA,NA
MmuEX0000291,1520401A03Rik,36,chr17,23845510,23845966,-,NA,NA
MmuEX0000292,1520401A03Rik,120,chr17,23844916,23845473,-,NA,NA
MmuEX0000293,1520401A03Rik,33,chr17,23853025,23853337,-,NA,NA
MmuEX0035385,Pkhd1,176,chr1,20545298,20549501,-,NA,NA
MmuEX0035386,Pkhd1,106,chr1,20537626,20539766,-,NA,NA
MmuEX0035387,Pkhd1,220,chr1,20493174,20510234,-,NA,NA
